r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time
39.2837867736816,39.2837867736816,-6.91334247589111,28.016321182251,15.625,14.8571424484253,-1,64,7,64,7,3.01282954216003,1.76430702209473,0.421875,0.28571429848671,22.7874870300293,122.271339416504
39.8165321350098,39.8165321350098,-10.5869226455688,23.9494819641113,15.21875,14.5714282989502,-1,64,7,64,7,3.00655221939087,1.75110423564911,0.484375,0.28571429848671,9.93576717376709,225.157135009766
39.8165321350098,30.5710792541504,-8.43278789520264,25.7833118438721,15.140625,14.1428575515747,-1,64,7,64,7,3.02278590202332,1.76679873466492,0.515625,0.28571429848671,21.1523742675781,337.497528076172
43.1268424987793,43.1268424987793,-12.4486064910889,16.0554294586182,16.140625,15.8571424484253,-1,64,7,64,7,2.99069404602051,1.77838349342346,0.59375,0.28571429848671,1.37859308719635,439.290588378906
43.1268424987793,37.4539108276367,-13.6529598236084,14.9923553466797,16.578125,16.8571434020996,-1,64,7,64,7,2.97660779953003,1.77501821517944,0.5625,0.428571432828903,-0.316335916519165,562.539367675781
43.1268424987793,41.3344192504883,-8.25364208221436,29.1799736022949,16.125,14.1428575515747,-1,64,7,64,7,2.99182391166687,1.77340018749237,0.5,0.28571429848671,18.898738861084,679.169372558594
43.1268424987793,38.566047668457,-6.42130565643311,32.860725402832,15.828125,15.1428575515747,-1,64,7,64,7,3.01162767410278,1.78909456729889,0.421875,0.428571432828903,24.9033794403076,784.478515625
52.5285263061523,52.5285263061523,-8.69080066680908,25.8286075592041,15.625,13.8571424484253,-1,64,7,64,7,3.01531052589416,1.74288475513458,0.421875,0.28571429848671,7.62208127975464,901.318603515625
67.7731552124024,67.7731552124024,-12.0087299346924,14.1308670043945,15.65625,13.2857141494751,-1,64,7,64,7,3.01785159111023,1.81799185276032,0.453125,0.28571429848671,-4.63682508468628,1006.03350830078
67.7731552124024,41.9064445495606,-7.0682168006897,29.173454284668,15.65625,15.1428575515747,-1,64,7,64,7,3.02456545829773,1.78876495361328,0.46875,0.28571429848671,22.0223255157471,1117.28625488281
