time/total_timesteps,time/fps,rollout/ep_rew_mean,time/iterations,time/time_elapsed,rollout/ep_len_mean,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/n_updates,train/approx_kl,train/value_loss,train/clip_fraction,train/learning_rate,train/clip_range,train/std,train/loss
34816,227,-23.598444,17,153,401.04651162790697,-0.012058772690943442,-13.853809300065041,0.9619918018579483,980,0.013868558,0.048468620248604564,0.157080078125,0.0003,0.2,0.977777361869812,-0.004199616611003876
36864,227,-22.520422,18,162,399.6195652173913,-0.00604918690987688,-13.8135284781456,0.06715565919876099,990,0.009600265,34.35027912342921,0.091796875,0.0003,0.2,0.974713921546936,0.3073558807373047
38912,226,-22.737757,19,171,404.1145833333333,-0.007877347364410526,-13.796859785914421,0.29710298776626587,1000,0.008327034,32.31519100451842,0.073388671875,0.0003,0.2,0.9744407534599304,0.7598745226860046
40960,226,-22.667543,20,180,402.47,-0.017399832113005685,-13.802244129776955,0.8694664239883423,1010,0.016664617,0.1688448913220782,0.17197265625,0.0003,0.2,0.9769405126571655,0.04879620671272278
43008,226,-20.542404,21,189,389.69,-0.012113851110916585,-13.78233751654625,0.8329810798168182,1020,0.013379153,0.3635895678191446,0.141064453125,0.0003,0.2,0.9720064997673035,0.06889990717172623
45056,226,-21.33043,22,199,407.84,-0.004776708175631939,-13.757994669675828,0.21414899826049805,1030,0.009275208,36.918452392052856,0.080224609375,0.0003,0.2,0.9714033007621765,80.79138946533203
47104,226,-19.587774,23,208,399.95,-0.011398313262907323,-13.746813222765923,0.9163671061396599,1040,0.016259626,0.16969831838505342,0.16923828125,0.0003,0.2,0.9694385528564453,0.09766368567943573
49152,226,-17.440197,24,217,382.69,-0.005213419566280209,-13.737965974211694,0.20072519779205322,1050,0.008242042,32.208230826025826,0.0833984375,0.0003,0.2,0.9696828126907349,0.8918500542640686
51200,226,-17.223001,25,226,379.21,-0.012343077517289202,-13.743862783908844,0.9212121590971947,1060,0.01185815,0.2148945016786456,0.141357421875,0.0003,0.2,0.9689437747001648,0.026779979467391968
53248,226,-17.516233,26,235,378.74,-0.006986888432948035,-13.73253583908081,0.3028481602668762,1070,0.010252559,28.174682607967405,0.08994140625,0.0003,0.2,0.9684003591537476,0.6721026301383972
55296,226,-16.879248,27,244,374.23,-0.009035207545093727,-13.71874241232872,0.9577668905258179,1080,0.0143745495,0.04841287272865884,0.16796875,0.0003,0.2,0.9676131010055542,-0.0016670366749167442
57344,226,-16.189156,28,253,358.97,-0.014563120318052824,-13.700163993239403,0.7168638408184052,1090,0.015185719,0.5850615399656818,0.156201171875,0.0003,0.2,0.966655433177948,0.2471846044063568
59392,226,-16.847559,29,262,363.31,-0.012098981742747128,-13.698866960406303,0.8423768430948257,1100,0.011173291,0.5354877676814794,0.12138671875,0.0003,0.2,0.9672197103500366,0.00417405366897583
61440,226,-16.142889,30,271,371.63,-0.008261739346198737,-13.697564369440078,0.30784887075424194,1110,0.009142442,32.84623301569373,0.074365234375,0.0003,0.2,0.9653511047363281,7.427175045013428
63488,226,-15.628457,31,280,380.44,-0.006962642198050162,-13.691970270872115,0.47942668199539185,1120,0.008761421,24.433475447027014,0.086328125,0.0003,0.2,0.9654887318611145,46.59706115722656
65536,226,-16.175505,32,289,390.74,-0.004043306759558618,-13.689326670765876,0.44295185804367065,1130,0.006341496,30.652792770881206,0.03017578125,0.0003,0.2,0.9653218388557434,1.3573874235153198
