time/fps,time/iterations,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,rollout/ep_len_mean,train/clip_fraction,train/explained_variance,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/clip_range,train/entropy_loss,train/std,train/approx_kl,train/value_loss,train/loss
219,42,49,10752,-19.372139,194.87272727272727,0.106640625,0.9725063741207123,0.0003,1410,-0.017639210866764187,0.2,-14.68640158176422,1.0522966384887695,0.011764097,0.10092213759198784,-0.0010584760457277298
219,43,50,11008,-18.934841,189.13793103448276,0.145703125,0.597053200006485,0.0003,1420,-0.02469615559093654,0.2,-14.68808035850525,1.053868293762207,0.013435954,0.7489691711962223,0.17843233048915863
219,44,51,11264,-18.661657,185.71666666666667,0.150390625,0.35828232765197754,0.0003,1430,-0.02357780991587788,0.2,-14.699548864364624,1.0536420345306396,0.01638756,1.7140926286578178,0.6358849406242371
219,45,52,11520,-18.441938,185.7258064516129,0.16015625,0.4319889545440674,0.0003,1440,-0.018927999341394754,0.2,-14.699723386764527,1.055098056793213,0.02313265,1.2919912233948707,0.7972985506057739
219,46,53,11776,-18.1992,182.75,0.205078125,0.874463677406311,0.0003,1450,-0.02806059408467263,0.2,-14.707610893249512,1.0542343854904175,0.0153395,0.23005920182913542,0.01455661654472351
219,47,54,12032,-18.133028,184.2,0.14453125,0.3245772123336792,0.0003,1460,-0.0252060666680336,0.2,-14.690993690490723,1.0516424179077148,0.019615054,1.5596115678548812,0.687497615814209
219,48,55,12288,-18.029726,183.37878787878788,0.0546875,0.9442064128816128,0.0003,1470,-0.010047060961369425,0.2,-14.66835551261902,1.0496307611465454,0.008524789,0.2263784955255687,-0.017329491674900055
219,49,57,12544,-18.11048,186.11940298507463,0.22265625,0.6594131588935852,0.0003,1480,-0.038278986344812437,0.2,-14.653521275520324,1.0489202737808228,0.022405209,0.37204051911830904,0.11561156064271927
219,50,58,12800,-18.11048,186.11940298507463,0.218359375,0.9901675991714001,0.0003,1490,-0.031697289645671846,0.2,-14.652253437042237,1.0492422580718994,0.027786579,0.045452268421649934,-0.04925033450126648
219,51,59,13056,-18.11048,186.11940298507463,0.161328125,0.9489329941570759,0.0003,1500,-0.02622095528058708,0.2,-14.65685486793518,1.0500273704528809,0.02113273,0.10065566124394536,-0.007285879924893379
219,52,60,13312,-19.030157,195.47058823529412,0.21953125,0.7750226855278015,0.0003,1510,-0.0327688566641882,0.2,-14.657673811912536,1.0488475561141968,0.014443148,0.08476683092303575,-0.011964371427893639
219,53,61,13568,-18.80662,192.9142857142857,0.139453125,0.958971880376339,0.0003,1520,-0.01707985692191869,0.2,-14.647945070266724,1.048917531967163,0.016679235,0.3500851274468005,-0.009204261004924774
219,54,62,13824,-18.80662,192.9142857142857,0.09140625,0.6620689630508423,0.0003,1530,-0.017440767074003816,0.2,-14.652316856384278,1.0496290922164917,0.013041249,0.8376523643732071,0.31944137811660767
219,55,64,14080,-19.160975,198.29577464788733,0.17109375,0.9839468449354172,0.0003,1540,-0.021076929196715354,0.2,-14.65972580909729,1.0503482818603516,0.019177973,0.1228796310722828,-0.01496092975139618
219,56,65,14336,-18.809832,192.67567567567568,0.2140625,0.7958327382802963,0.0003,1550,-0.023759807087481023,0.2,-14.660787129402161,1.05002760887146,0.014127266,0.045822487538680436,0.00853961892426014
219,57,66,14592,-18.698519,191.66666666666666,0.090234375,-0.05685853958129883,0.0003,1560,-0.025893401307985186,0.2,-14.657047533988953,1.0496917963027954,0.013858577,3.258079317212105,1.8281937837600708
219,58,67,14848,-18.748142,194.8815789473684,0.13515625,0.5855591297149658,0.0003,1570,-0.022064329066779464,0.2,-14.652916073799133,1.0486071109771729,0.013514437,0.9672455459833145,0.4707977771759033
219,59,68,15104,-18.57118,192.97435897435898,0.185546875,0.9071117043495178,0.0003,1580,-0.016012226848397405,0.2,-14.647148203849792,1.0496022701263428,0.014087192,0.19541404526680708,0.03569710999727249
219,60,69,15360,-18.285566,189.17283950617283,0.1703125,0.09385460615158081,0.0003,1590,-0.02906904653646052,0.2,-14.661435604095459,1.0508383512496948,0.015935943,1.7388602122664452,0.625247061252594
219,61,70,15616,-17.918642,183.6,0.1640625,0.3356441855430603,0.0003,1600,-0.025466877431608737,0.2,-14.675115847587586,1.0519053936004639,0.01853942,1.6597055286169051,0.7213923931121826
219,62,72,15872,-17.918642,183.6,0.174609375,0.1199614405632019,0.0003,1610,-0.02961205723695457,0.2,-14.677036309242249,1.0514743328094482,0.021904502,2.3894635170698164,0.6861122846603394
219,63,73,16128,-17.918642,183.6,0.1125,0.9861081577837467,0.0003,1620,-0.02089694926980883,0.2,-14.677140045166016,1.0523179769515991,0.017225938,0.09883654741570354,-0.04646225646138191
219,64,74,16384,-18.021431,187.8953488372093,0.12734375,0.8017358034849167,0.0003,1630,-0.02226716575678438,0.2,-14.678873300552368,1.0510057210922241,0.016293326,0.26858799466863276,-0.017406318336725235
219,65,75,16640,-18.021431,187.8953488372093,0.2328125,0.9950770065188408,0.0003,1640,-0.03269559619948268,0.2,-14.672955012321472,1.0524227619171143,0.022344457,0.04875341313891113,-0.05359964817762375
219,66,76,16896,-18.032297,192.0,0.1453125,0.973921000957489,0.0003,1650,-0.01703565987991169,0.2,-14.68313467502594,1.0516217947006226,0.010436328,0.0831143643707037,-0.0009955745190382004
219,67,77,17152,-18.001013,193.9659090909091,0.193359375,0.9524402655661106,0.0003,1660,-0.033998874644748864,0.2,-14.677499842643737,1.0522947311401367,0.020022167,0.14816474132239818,0.04278688132762909
219,68,79,17408,-18.001013,193.9659090909091,0.1296875,0.8513264954090118,0.0003,1670,-0.020789190428331494,0.2,-14.68108127117157,1.0516260862350464,0.010172985,0.4586525624617934,0.10312218964099884
219,69,80,17664,-17.91399,195.2,0.137109375,0.9455571211874485,0.0003,1680,-0.01802528593689203,0.2,-14.673908805847168,1.0511367321014404,0.012307618,0.05224704439751804,-0.005656505934894085
219,70,81,17920,-17.609495,190.10638297872342,0.08125,0.6085986495018005,0.0003,1690,-0.02374305948615074,0.2,-14.67237298488617,1.0507071018218994,0.014083475,1.8922827035188674,0.4782426059246063
219,71,82,18176,-17.609495,190.10638297872342,0.0515625,0.271934449672699,0.0003,1700,-0.016670274804346262,0.2,-14.671402025222779,1.0512733459472656,0.010122361,4.166504299640655,1.7433313131332397
219,72,83,18432,-17.581728,190.29166666666666,0.175390625,0.929439090192318,0.0003,1710,-0.02349153496325016,0.2,-14.677096939086914,1.0515806674957275,0.013398265,0.0692868277663365,-0.031030233949422836
219,73,85,18688,-17.581728,190.29166666666666,0.1796875,0.642659068107605,0.0003,1720,-0.03548642648383975,0.2,-14.678924012184144,1.051509976387024,0.02021033,0.738549242913723,0.02568422630429268
219,74,86,18944,-17.624407,193.0721649484536,0.160546875,0.9566793702542782,0.0003,1730,-0.025238620745949448,0.2,-14.674849653244019,1.051107406616211,0.01757703,0.10147491281386464,-0.006199107971042395
219,75,87,19200,-17.6293,193.4747474747475,0.12734375,0.9378946460783482,0.0003,1740,-0.024324326461646707,0.2,-14.669945931434631,1.0497400760650635,0.016168442,0.12286897231824696,-0.008658278733491898
219,76,88,19456,-17.104904,190.28,0.180859375,0.6614168584346771,0.0003,1750,-0.030140416277572513,0.2,-14.661012887954712,1.0501940250396729,0.014027913,1.4504570618271828,0.24823123216629028
219,77,89,19712,-16.763647,192.22,0.141015625,0.3092188239097595,0.0003,1760,-0.026418629474937914,0.2,-14.66782603263855,1.0506830215454102,0.019529175,1.8532251849770547,0.780073881149292
219,78,90,19968,-16.763647,192.22,0.144921875,0.9558598399162292,0.0003,1770,-0.01928533669561148,0.2,-14.669255566596984,1.050771713256836,0.018740121,0.11036920668557286,-0.004403047263622284
219,79,92,20224,-16.404324,194.51,0.09375,0.972650732845068,0.0003,1780,-0.014127362635917962,0.2,-14.670843815803527,1.051304817199707,0.010515055,0.05727233993820846,-0.025569742545485497
219,80,93,20480,-16.339184,195.01,0.112109375,0.9574150592088699,0.0003,1790,-0.03006837284192443,0.2,-14.684347701072692,1.053277611732483,0.013035278,0.11477964427322149,-0.02090313658118248
219,81,94,20736,-16.177153,192.76,0.146484375,0.6800524592399597,0.0003,1800,-0.01836548950523138,0.2,-14.69973373413086,1.0549581050872803,0.018843062,0.47615380538627505,0.047270260751247406
219,82,95,20992,-16.177153,192.76,0.2125,0.6951468288898468,0.0003,1810,-0.027112859289627523,0.2,-14.713351941108703,1.055501937866211,0.02033343,0.42624779641628263,0.08585911244153976
219,83,96,21248,-16.22292,194.08,0.083203125,0.4683939218521118,0.0003,1820,-0.01219296376220882,0.2,-14.70786817073822,1.0538511276245117,0.014092954,0.0895704501774162,-0.00027591362595558167
219,84,97,21504,-16.22292,194.08,0.08828125,0.6984798908233643,0.0003,1830,-0.018739735544659197,0.2,-14.698095774650573,1.054767370223999,0.013326255,1.5673018097877502,0.5536760091781616
219,85,99,21760,-15.777184,192.56,0.103515625,0.9828707277774811,0.0003,1840,-0.019219146319665016,0.2,-14.70994930267334,1.055443525314331,0.012449114,0.0456007988890633,-0.011349431239068508
219,86,100,22016,-15.777184,192.56,0.076953125,0.8085424453020096,0.0003,1850,-0.011847804952412843,0.2,-14.711850428581238,1.0554792881011963,0.0111130895,1.6906419776380062,0.7289028763771057
219,87,101,22272,-15.344061,193.41,0.17421875,0.9880880853161216,0.0003,1860,-0.02029317698907107,0.2,-14.726866459846496,1.059383749961853,0.014881242,0.02636463788803667,-0.0026349793188273907
219,88,102,22528,-15.344061,193.41,0.0765625,0.3021875023841858,0.0003,1870,-0.018665521149523558,0.2,-14.755648946762085,1.060436487197876,0.008043267,3.0716902762651443,0.7181944251060486
219,89,103,22784,-15.217179,191.27,0.07109375,0.9555336311459541,0.0003,1880,-0.014247265923768283,0.2,-14.749638390541076,1.058157205581665,0.008428363,0.07163986207451671,-0.010163620114326477
219,90,104,23040,-15.277147,194.5,0.11171875,0.6064549386501312,0.0003,1890,-0.02543186938855797,0.2,-14.72879912853241,1.0568621158599854,0.018617755,1.0290821462869644,0.37941470742225647
219,91,106,23296,-15.277147,194.5,0.097265625,0.7849298864603043,0.0003,1900,-0.014522020565345883,0.2,-14.72101674079895,1.056133508682251,0.012177145,0.3464438354596496,0.11115099489688873
219,92,107,23552,-15.013617,190.52,0.167578125,0.9859428219497204,0.0003,1910,-0.02412545953411609,0.2,-14.724662733078002,1.0578547716140747,0.016822387,0.02578700421145186,-0.044670820236206055
219,93,108,23808,-14.927107,189.92,0.0890625,0.8421087116003036,0.0003,1920,-0.019160387571901083,0.2,-14.733650422096252,1.057436227798462,0.015708491,0.2388028864748776,0.0815795511007309
219,94,109,24064,-14.902081,189.37,0.187890625,0.9680864065885544,0.0003,1930,-0.02849454409442842,0.2,-14.732751202583312,1.058609962463379,0.018156692,0.17053583897650243,0.00544632226228714
219,95,110,24320,-14.902081,189.37,0.216796875,0.9546364992856979,0.0003,1940,-0.02347799511626363,0.2,-14.752298951148987,1.0617687702178955,0.021718264,0.11160252708941698,0.027668453752994537
219,96,111,24576,-14.35726,187.24,0.125,0.9853937653824687,0.0003,1950,-0.015501452703028917,0.2,-14.768375658988953,1.0609591007232666,0.012236181,0.0265077481046319,-0.009254044853150845
219,97,113,24832,-14.407696,188.29,0.076953125,0.5275749862194061,0.0003,1960,-0.022174151707440616,0.2,-14.761877584457398,1.0617339611053467,0.013895166,1.463356190919876,0.6107010841369629
219,98,114,25088,-14.410596,188.69,0.2390625,0.972271790727973,0.0003,1970,-0.024827391898725182,0.2,-14.775121641159057,1.0626288652420044,0.015741576,0.0718011014163494,-0.018952831625938416
219,99,115,25344,-14.371222,187.8,0.000390625,0.04832965135574341,0.0003,1980,-0.004517749999649823,0.2,-14.779897260665894,1.0630664825439453,0.0014980552,65.24727649688721,19.560503005981445
219,100,116,25600,-14.439762,189.16,0.13515625,0.8739567846059799,0.0003,1990,-0.027213159715756774,0.2,-14.78255341053009,1.0628702640533447,0.01900579,0.18200981793925167,0.019785869866609573
