rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,time/fps,train/value_loss,train/explained_variance,train/entropy_loss,train/policy_gradient_loss,train/loss,train/clip_fraction,train/std,train/learning_rate,train/n_updates,train/clip_range,train/approx_kl
110.36666666666666,3328,15,13,-11.444142,218,0.7919904448091983,-0.3675497770309448,-14.25578339099884,-0.018720330111682414,0.4855400025844574,0.115625,1.008493423461914,0.0003,120,0.2,0.011464499
113.70967741935483,3584,16,14,-11.482202,218,1.4308873295783997,-0.11485040187835693,-14.275814723968505,-0.02973739190492779,0.576598584651947,0.204296875,1.0089455842971802,0.0003,130,0.2,0.013596343
111.70588235294117,3840,17,15,-11.338532,218,0.754993823543191,0.04122680425643921,-14.284422874450684,-0.021665924368426202,0.39458245038986206,0.15703125,1.0104765892028809,0.0003,140,0.2,0.019342402
111.2,4096,18,16,-11.301513,218,2.246194142103195,0.15007686614990234,-14.288390684127808,-0.019400770240463317,1.0954005718231201,0.11796875,1.0097564458847046,0.0003,150,0.2,0.011168001
118.27777777777777,4352,19,17,-11.54044,218,0.5978609770536423,0.41776329278945923,-14.2965722322464,-0.020688592921942472,0.07705551385879517,0.161328125,1.0135517120361328,0.0003,160,0.2,0.01558884
123.45945945945945,4608,21,18,-11.520189,218,0.3608305981382728,0.7495225071907043,-14.328781008720398,-0.01570088603766635,0.04328976944088936,0.165234375,1.0145692825317383,0.0003,170,0.2,0.017568773
120.6,4864,22,19,-12.425543,218,0.41235248036682604,0.7355929017066956,-14.33430106639862,-0.021666993852704763,0.0640658438205719,0.144140625,1.015309453010559,0.0003,180,0.2,0.019731348
120.82926829268293,5120,23,20,-13.362077,218,64.3809201836586,0.07786118984222412,-14.34088408946991,-0.007689330028370023,31.3155574798584,0.00234375,1.015734076499939,0.0003,190,0.2,0.0030504903
117.66666666666667,5376,24,21,-13.082925,218,57.85365087985993,0.05223745107650757,-14.342687702178955,-0.00567871656967327,43.480342864990234,0.000390625,1.0156497955322266,0.0003,200,0.2,0.0024794315
117.6304347826087,5632,25,22,-10.631723,218,0.9479751661419868,0.37731826305389404,-14.346948170661927,-0.03336475596297532,0.47341272234916687,0.1890625,1.0171531438827515,0.0003,210,0.2,0.017587526
117.6304347826087,5888,26,23,-10.631723,218,381.6203847885132,0.00613713264465332,-14.359102487564087,0.001688249548897147,215.36460876464844,0.0,1.0175291299819946,0.0003,220,0.2,0.0005263444
117.6304347826087,6144,28,24,-10.631723,218,0.3991408600937575,-0.10898661613464355,-14.355934858322144,-0.023663655575364827,-0.01013275794684887,0.166796875,1.0165600776672363,0.0003,230,0.2,0.020497896
132.22916666666666,6400,29,25,-10.727597,218,0.24165439303033054,-0.14391326904296875,-14.349167728424073,-0.010754053259734064,-0.027785619720816612,0.1265625,1.0166655778884888,0.0003,240,0.2,0.017212287
132.22916666666666,6656,30,26,-10.727597,218,1.1622988045215608,0.7370368838310242,-14.352488446235657,-0.030296138511039315,0.3691244423389435,0.198828125,1.0170917510986328,0.0003,250,0.2,0.029065795
136.36,6912,31,27,-10.677246,218,0.31506191538646816,0.7862227708101273,-14.356110286712646,-0.020058446866460144,-0.010391841642558575,0.108203125,1.0172959566116333,0.0003,260,0.2,0.014193092
137.80769230769232,7168,32,28,-10.704166,217,0.8403231430798769,0.6602551341056824,-14.360664319992065,-0.02390584428794682,0.2659458816051483,0.131640625,1.0173108577728271,0.0003,270,0.2,0.01540352
133.52727272727273,7424,34,29,-11.403482,217,0.39692867174744606,0.768121987581253,-14.36815619468689,-0.016684422770049424,0.1592825949192047,0.10625,1.0197985172271729,0.0003,280,0.2,0.009495421
130.08474576271186,7680,35,30,-11.975005,216,65.36337399482727,0.09477955102920532,-14.389686632156373,-0.006562921847216785,32.162147521972656,0.00078125,1.0205843448638916,0.0003,290,0.2,0.0028835419
129.7704918032787,7936,36,31,-11.9371805,216,53.50045006275177,0.16697955131530762,-14.389239239692689,-0.003968554607126862,19.5703067779541,0.00234375,1.0202475786209106,0.0003,300,0.2,0.0032261885
129.6290322580645,8192,37,32,-11.886364,216,0.5908325131982565,0.6356323659420013,-14.388375306129456,-0.018726284080184997,0.07225307822227478,0.096875,1.020745873451233,0.0003,310,0.2,0.01611523
129.6290322580645,8448,38,33,-11.886364,216,0.20824614744633435,0.9028393402695656,-14.388064551353455,-0.01821897909976542,0.04300200939178467,0.128515625,1.0194478034973145,0.0003,320,0.2,0.014704697
129.6290322580645,8704,40,34,-11.886364,216,0.6775661030784249,0.03318166732788086,-14.3722665309906,-0.022220069309696555,0.0009626112878322601,0.111328125,1.0180994272232056,0.0003,330,0.2,0.015801331
139.78125,8960,41,35,-11.866774,216,0.4331366721540689,-0.03379333019256592,-14.362042665481567,-0.011602952936664223,0.014347337186336517,0.151171875,1.0183411836624146,0.0003,340,0.2,0.017733982
137.86363636363637,9216,42,36,-12.432846,216,0.8108095921576023,0.49567997455596924,-14.370045375823974,-0.02643418638035655,0.33999139070510864,0.21953125,1.0184764862060547,0.0003,350,0.2,0.030080833
137.86363636363637,9472,43,37,-12.432846,216,61.879146695137024,0.005054175853729248,-14.363377833366394,-0.006706546933855861,16.847740173339844,0.00234375,1.0173985958099365,0.0003,360,0.2,0.0034534635
137.86363636363637,9728,44,38,-12.432846,217,0.28766293479129673,0.8634364157915115,-14.357044982910157,-0.020160047709941863,-0.01582055166363716,0.126171875,1.0180284976959229,0.0003,370,0.2,0.020656988
144.85294117647058,9984,45,39,-13.098237,217,0.3145077282562852,0.4750717878341675,-14.365475821495057,-0.024944809376029296,-0.005672462284564972,0.194140625,1.0180487632751465,0.0003,380,0.2,0.02232372
144.9,10240,47,40,-13.182546,217,55.417573308944704,0.041210830211639404,-14.358409476280212,-0.012536044768057763,17.962690353393555,0.037890625,1.0173485279083252,0.0003,390,0.2,0.009991802
144.25,10496,48,41,-13.163768,217,0.3552436027675867,0.46470028162002563,-14.357681059837342,-0.029522804892621934,0.06554868072271347,0.181640625,1.017703652381897,0.0003,400,0.2,0.0201819
145.4794520547945,10752,49,42,-13.223902,217,0.3735166437923908,0.5002910196781158,-14.35668580532074,-0.03374369135126472,0.13259528577327728,0.211328125,1.0174906253814697,0.0003,410,0.2,0.015020286
145.37333333333333,11008,50,43,-13.185714,217,0.35107763912528756,0.23431473970413208,-14.363267636299133,-0.022231496847234668,0.06895826756954193,0.18515625,1.0190678834915161,0.0003,420,0.2,0.017965714
147.6315789473684,11264,51,44,-13.244623,217,0.8073216322809458,-0.04621005058288574,-14.366840434074401,-0.01886596076656133,0.3886372745037079,0.12890625,1.0174343585968018,0.0003,430,0.2,0.013105582
147.6315789473684,11520,52,45,-13.244623,217,0.43499246761202814,-0.1673654317855835,-14.356923031806947,-0.01837448407895863,0.17048749327659607,0.15703125,1.0185415744781494,0.0003,440,0.2,0.01958069
150.2077922077922,11776,54,46,-13.395604,217,0.041920430201571435,0.8104635626077652,-14.371729516983033,-0.019630299462005497,-0.01923351362347603,0.158203125,1.018723726272583,0.0003,450,0.2,0.01374826
153.57692307692307,12032,55,47,-13.455717,217,0.4189747579395771,0.62327441573143,-14.366329574584961,-0.03706316181924194,0.0751304104924202,0.112109375,1.0193390846252441,0.0003,460,0.2,0.025696043
153.57692307692307,12288,56,48,-13.455717,217,0.4388348612934351,0.6475703418254852,-14.3888530254364,-0.016863806056790054,0.1913500726222992,0.12265625,1.0227553844451904,0.0003,470,0.2,0.018700968
153.57692307692307,12544,57,49,-13.455717,217,0.008875819435343147,0.9829481858760118,-14.41856586933136,-0.01936867064796388,-0.011612439528107643,0.16640625,1.0245717763900757,0.0003,480,0.2,0.011790274
160.56962025316454,12800,58,50,-13.8274975,218,0.019181437441147864,-0.045035600662231445,-14.433823704719543,-0.0415823997464031,-0.037607524544000626,0.310546875,1.0268568992614746,0.0003,490,0.2,0.021734407
161.1851851851852,13056,59,51,-13.832273,218,0.3743045873939991,0.8169897943735123,-14.446571016311646,-0.02181680975481868,0.16404318809509277,0.211328125,1.0263701677322388,0.0003,500,0.2,0.022557713
158.89156626506025,13312,61,52,-13.749333,218,1.1094684213399888,0.5431057214736938,-14.439979863166808,-0.021165975998155773,0.5317243337631226,0.162890625,1.0261234045028687,0.0003,510,0.2,0.014055466
157.5581395348837,13568,62,53,-13.656831,218,1.4090027689933777,0.3835601210594177,-14.439484429359435,-0.014105345495045185,0.40026599168777466,0.0734375,1.0261471271514893,0.0003,520,0.2,0.013134047
154.5909090909091,13824,63,54,-13.572238,218,0.9454561896622181,0.6505140066146851,-14.436386799812317,-0.01747103629168123,0.17804065346717834,0.10546875,1.0247304439544678,0.0003,530,0.2,0.012092905
158.04494382022472,14080,64,55,-13.721126,218,1.2593665905296803,0.40366554260253906,-14.425415444374085,-0.01661592572927475,0.4474027752876282,0.109765625,1.0247591733932495,0.0003,540,0.2,0.01216836
158.04494382022472,14336,65,56,-13.721126,218,0.18761198855936528,0.7164839804172516,-14.438673877716065,-0.02484305207617581,0.016839399933815002,0.258203125,1.0268806219100952,0.0003,550,0.2,0.014663598
161.73333333333332,14592,66,57,-13.889405,217,0.07190239503979683,0.9520433694124222,-14.447857522964478,-0.02148124969098717,-0.05052045360207558,0.156640625,1.0261753797531128,0.0003,560,0.2,0.012768485
161.73333333333332,14848,68,58,-13.889405,217,0.27845170851796863,0.8675488829612732,-14.444804930686951,-0.008371269586496055,0.05090692639350891,0.176171875,1.0270285606384277,0.0003,570,0.2,0.019473363
163.7173913043478,15104,69,59,-12.69391,217,0.17988433204591275,0.792200431227684,-14.451394534111023,-0.02013315345393494,0.00924268551170826,0.1140625,1.026892066001892,0.0003,580,0.2,0.01823096
163.7173913043478,15360,70,60,-12.69391,217,331.9859567642212,0.07671254873275757,-14.447629499435426,0.00037552053108811376,40.206886291503906,0.0,1.0267647504806519,0.0003,590,0.2,0.0015525287
166.3763440860215,15616,71,61,-12.855783,217,0.08922282783896662,0.9783644489943981,-14.443360567092896,-0.023533088096883148,-0.04018049314618111,0.127734375,1.0257517099380493,0.0003,600,0.2,0.015012377
168.4787234042553,15872,72,62,-12.853806,217,0.5017687853425741,0.9654884897172451,-14.437736988067627,-0.008412320446223021,0.1905250996351242,0.071875,1.0256074666976929,0.0003,610,0.2,0.009660838
167.8736842105263,16128,74,63,-13.257878,217,0.6028908427804709,0.8178552687168121,-14.439842462539673,-0.020679845835547894,0.4045521020889282,0.092578125,1.0267953872680664,0.0003,620,0.2,0.006466979
167.8736842105263,16384,75,64,-13.257878,217,68.0866132736206,0.14439630508422852,-14.450740909576416,-0.00296572782099247,16.454313278198242,0.00234375,1.0274137258529663,0.0003,630,0.2,0.0028938828
170.86458333333334,16640,76,65,-13.318107,217,0.11271834841463715,0.9145123586058617,-14.455343961715698,-0.017046290286816656,-0.011771761812269688,0.158203125,1.0279042720794678,0.0003,640,0.2,0.018419672
172.1122448979592,16896,77,66,-13.301582,217,0.3963178053498268,0.7476334571838379,-14.45927345752716,-0.03372336428146809,0.08433252573013306,0.141015625,1.0279077291488647,0.0003,650,0.2,0.013513583
171.05050505050505,17152,78,67,-13.678551,217,0.7875247176736593,0.8946362361311913,-14.451253437995911,-0.027480807341635227,0.2868075370788574,0.11328125,1.026106595993042,0.0003,660,0.2,0.016019646
173.03,17408,80,68,-13.709496,217,58.782737731933594,0.004607439041137695,-14.436083269119262,-0.0159050288842991,38.673770904541016,0.079296875,1.0254124402999878,0.0003,670,0.2,0.016939549
173.36,17664,81,69,-13.7347145,217,0.4859234752133489,0.6553856432437897,-14.437496972084045,-0.017386615998111664,0.03661322221159935,0.08984375,1.0262850522994995,0.0003,680,0.2,0.012047993
174.11,17920,82,70,-14.145568,217,0.23991819210350512,0.6915921866893768,-14.451207947731017,-0.0157601413782686,0.06107524782419205,0.1015625,1.0281052589416504,0.0003,690,0.2,0.0153425345
176.84,18176,83,71,-14.18816,217,46.7237455368042,0.2389623522758484,-14.463208985328674,-0.014335381635464727,22.832290649414062,0.009375,1.028430700302124,0.0003,700,0.2,0.0028380512
180.54,18432,84,72,-14.225949,217,0.35312044583261015,0.7957361340522766,-14.464100742340088,-0.020440809172578157,0.019684895873069763,0.08203125,1.0287811756134033,0.0003,710,0.2,0.012709105
180.54,18688,86,73,-14.225949,217,0.4739447394385934,0.09546715021133423,-14.464575052261353,-0.02327661574818194,0.055097050964832306,0.106640625,1.02743399143219,0.0003,720,0.2,0.014739951
182.62,18944,87,74,-14.27873,217,0.18421215463895352,0.6042788624763489,-14.443443202972412,-0.021882132382597775,-0.020260002464056015,0.125390625,1.0244839191436768,0.0003,730,0.2,0.013531348
182.62,19200,88,75,-14.27873,216,0.4663846956565976,0.17951911687850952,-14.422944521903991,-0.020077415136620404,0.2832812964916229,0.1328125,1.0246303081512451,0.0003,740,0.2,0.019157069
187.22,19456,89,76,-14.332211,216,0.24464265783317388,-0.4016902446746826,-14.424614739418029,-0.012818417447851971,0.0071455854922533035,0.0796875,1.023168921470642,0.0003,750,0.2,0.009979378
187.22,19712,90,77,-14.332211,217,0.402481022849679,0.7856376618146896,-14.420095133781434,-0.024771425174549222,0.11414702236652374,0.115625,1.0255018472671509,0.0003,760,0.2,0.018467903
191.79,19968,92,78,-14.357025,217,0.10580118852667511,0.8740832805633545,-14.441180443763733,-0.026027104817330837,-0.023575514554977417,0.1828125,1.026178240776062,0.0003,770,0.2,0.022865029
194.59,20224,93,79,-14.399484,217,0.4701332040131092,0.4896965026855469,-14.451990437507629,-0.02666540858335793,0.12639766931533813,0.114453125,1.0289533138275146,0.0003,780,0.2,0.018494118
196.81,20480,94,80,-13.324379,217,0.5583551071584225,0.883318305015564,-14.472456622123719,-0.017938751762267204,0.1725512444972992,0.109765625,1.0292013883590698,0.0003,790,0.2,0.014152804
198.9,20736,95,81,-13.325941,217,334.28430976867674,0.018942594528198242,-14.47287197113037,0.0014790562563575804,144.7408447265625,0.0,1.0292131900787354,0.0003,800,0.2,0.0011189738
198.9,20992,96,82,-13.325941,217,5.740830266475678,0.4205924868583679,-14.47290804386139,-0.009217292699031533,2.2918906211853027,0.0109375,1.0290820598602295,0.0003,810,0.2,0.0068054264
202.82,21248,97,83,-13.34852,217,0.0372357631335035,0.9492359422147274,-14.478065133094788,-0.027908126707188785,-0.051536303013563156,0.17890625,1.0307852029800415,0.0003,820,0.2,0.018449623
204.17,21504,99,84,-13.355699,217,2.257777538895607,0.8190530836582184,-14.500982975959777,-0.0258722823811695,1.276904582977295,0.1609375,1.0336991548538208,0.0003,830,0.2,0.01597954
204.17,21760,100,85,-13.355699,217,3.442092402279377,0.2930116057395935,-14.523971319198608,-0.016368631483055653,0.4109867811203003,0.057421875,1.0348914861679077,0.0003,840,0.2,0.0130188465
204.17,22016,101,86,-13.355699,217,0.10990585791878402,0.9023503586649895,-14.526811361312866,-0.02381543521769345,0.008259154856204987,0.1578125,1.0346345901489258,0.0003,850,0.2,0.018399362
209.98,22272,102,87,-13.327667,217,0.12090128569398076,0.9374500587582588,-14.527408909797668,-0.024156584800221027,-0.041516415774822235,0.216015625,1.0349054336547852,0.0003,860,0.2,0.017018655
212.38,22528,103,88,-13.72713,217,3.2089567601680757,-0.932111382484436,-14.530872321128845,-0.0215329639846459,1.8237725496292114,0.115234375,1.0355985164642334,0.0003,870,0.2,0.018046027
208.18,22784,104,89,-14.214558,217,58.77832682132721,0.06204456090927124,-14.53566107749939,-0.012547118403017522,29.23762321472168,0.0421875,1.0355572700500488,0.0003,880,0.2,0.0092457635
207.08,23040,105,90,-14.223174,217,55.38773846626282,0.11928224563598633,-14.534729409217835,-0.005708031018730253,18.961002349853516,0.009375,1.0356886386871338,0.0003,890,0.2,0.0057077836
203.61,23296,107,91,-14.172079,217,51.12293734550476,0.1684529185295105,-14.536095428466798,-0.003726311307400465,29.709636688232422,0.0046875,1.0355957746505737,0.0003,900,0.2,0.0030108758
204.23,23552,108,92,-14.136693,217,0.3010797961615026,0.881082072854042,-14.532047486305236,-0.017549153813160957,0.022556163370609283,0.07421875,1.0347387790679932,0.0003,910,0.2,0.011091403
204.23,23808,109,93,-14.136693,217,0.4684916529804468,0.8536608964204788,-14.529372096061707,-0.01909007707145065,0.0907355546951294,0.114453125,1.0359984636306763,0.0003,920,0.2,0.01789665
205.01,24064,110,94,-14.066919,217,0.3768921178765595,0.8182125985622406,-14.547113823890687,-0.023958918126299977,0.002465309575200081,0.105078125,1.0379688739776611,0.0003,930,0.2,0.015798623
204.95,24320,111,95,-14.070802,217,0.6609719090163708,0.7010955214500427,-14.559256505966186,-0.019262033922132105,0.2985801100730896,0.122265625,1.0373413562774658,0.0003,940,0.2,0.015541956
206.38,24576,112,96,-14.039769,217,1.7760358691215514,0.8826406747102737,-14.54311125278473,-0.016302160918712616,0.5516798496246338,0.0984375,1.0351231098175049,0.0003,950,0.2,0.01384831
204.78,24832,114,97,-13.949569,217,1.5232507728040219,0.7576553970575333,-14.53331024646759,-0.01915771352360025,0.3559940457344055,0.10078125,1.0363361835479736,0.0003,960,0.2,0.016669897
203.28,25088,115,98,-13.519679,217,0.21599880885332823,0.9449126645922661,-14.539781403541564,-0.01815621923888102,0.0014462769031524658,0.19140625,1.0352736711502075,0.0003,970,0.2,0.021083597
203.28,25344,116,99,-13.519679,217,0.7736582659184933,0.9177553728222847,-14.531119251251221,-0.02186497407965362,0.25199249386787415,0.135546875,1.0354297161102295,0.0003,980,0.2,0.017920725
207.36,25600,117,100,-13.546781,217,0.2261214387137443,0.622684508562088,-14.540970301628112,-0.02107741837389767,-0.0261935256421566,0.128515625,1.0374782085418701,0.0003,990,0.2,0.014924798
