rollout/ep_rew_mean,rollout/reward,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/iterations,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/std,train/n_updates,train/approx_kl,train/loss
-11.521986,-311.0921241757203,243,8,2048,75.77777777777777,1,,,,,,,,,,,
-10.731576,-193.28196607815096,232,17,4096,87.0,2,-14.204872459173203,0.026988685131072998,0.2,14.151102942973376,-0.01360046847257763,0.0003,0.104248046875,1.0027614831924438,10,0.008779613,6.976459503173828
-11.707653,-326.76714663687125,230,26,6144,85.7605633802817,3,-14.20350526869297,0.2545982599258423,0.2,3.1723967626690865,-0.017213337609427982,0.0003,0.135791015625,1.0010902881622314,20,0.012044472,1.9288734197616577
-11.499885,-112.34299763756721,229,35,8192,98.70731707317073,4,-14.187291157245635,0.1428181529045105,0.2,17.041006430238486,-0.010116072944947518,0.0003,0.064404296875,0.9991737604141235,30,0.008588528,9.445789337158203
-12.027706,-247.02134557303276,229,44,10240,102.71717171717172,5,-14.15274937748909,0.7208806276321411,0.2,0.6815259760944172,-0.010693862279003952,0.0003,0.134228515625,0.9958723187446594,40,0.012106954,0.11105282604694366
-11.706398,-140.92225530481934,228,53,12288,113.36,6,-14.138663539290429,0.22040939331054688,0.2,13.45736658424139,-0.006285013455635635,0.0003,0.050634765625,0.9945497512817383,50,0.007913246,8.988746643066406
