time/fps,time/time_elapsed,time/iterations,time/total_timesteps,train/loss,train/n_updates,rollout/ep_len_mean,train/value_loss,train/entropy_loss,train/explained_variance,train/std,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/clip_fraction,rollout/ep_rew_mean
215,157,133,34048,0.07159452885389328,10140,195.86,0.6222601249814034,-13.465513777732848,0.8948603048920631,0.9415930509567261,0.2,-0.0374192753341049,0.02351278,0.0003,0.2421875,-27.082026
215,159,134,34304,0.10798830538988113,10150,195.86,0.3990759549662471,-13.472050881385803,0.9288534298539162,0.9420625567436218,0.2,-0.02459949460462667,0.0201623,0.0003,0.200390625,-27.082026
215,160,135,34560,-0.013847257941961288,10160,192.37,0.06368456073105336,-13.47392921447754,0.9855380160734057,0.9426206350326538,0.2,-0.032142515876330435,0.022791915,0.0003,0.2546875,-26.56824
215,161,136,34816,0.12142214179039001,10170,192.46,0.4148063290864229,-13.479180479049683,0.8307557702064514,0.9437313079833984,0.2,-0.029275640880223365,0.020783827,0.0003,0.224609375,-26.556541
215,162,137,35072,0.16262412071228027,10180,192.46,0.3271114794537425,-13.500952959060669,0.9382846392691135,0.9468199610710144,0.2,-0.02066651217173785,0.01435466,0.0003,0.228125,-26.556541
215,163,138,35328,-0.02924679033458233,10190,191.17,0.07730725668370723,-13.536117243766785,0.9842659421265125,0.9493430852890015,0.2,-0.029215115029364823,0.017537132,0.0003,0.2140625,-26.345352
215,165,139,35584,0.095786452293396,10200,191.13,0.6979408465325833,-13.555321216583252,0.699463814496994,0.9501135945320129,0.2,-0.026412883680313824,0.025841381,0.0003,0.205078125,-26.342741
215,166,140,35840,0.19513854384422302,10210,185.97,0.4198665373027325,-13.557977867126464,0.9427710697054863,0.9499590992927551,0.2,-0.021898430841974913,0.012071911,0.0003,0.1453125,-25.617804
215,167,141,36096,0.011135928332805634,10220,185.97,0.06100712376646698,-13.548723602294922,0.9602538496255875,0.9484740495681763,0.2,-0.012582831038162112,0.00962171,0.0003,0.11796875,-25.617804
215,168,142,36352,-0.03297662362456322,10230,186.14,0.04703986500389874,-13.52970519065857,0.9898168602958322,0.9463379979133606,0.2,-0.02969355517998338,0.015281353,0.0003,0.236328125,-25.663189
215,169,143,36608,0.16095256805419922,10240,185.83,0.40465991031378507,-13.514181542396546,0.9488690756261349,0.9452733993530273,0.2,-0.02895475721452385,0.024766728,0.0003,0.1984375,-25.648447
215,171,144,36864,0.20741556584835052,10250,186.29,0.37168590500950816,-13.511700081825257,0.9439866952598095,0.9466300010681152,0.2,-0.03028764671180397,0.014331281,0.0003,0.24140625,-25.688099
215,172,145,37120,0.13958574831485748,10260,180.48,0.48782654739916326,-13.524875330924989,0.9470438435673714,0.9469620585441589,0.2,-0.017657048895489424,0.013196898,0.0003,0.116015625,-24.946064
215,173,146,37376,-0.050905246287584305,10270,175.08,0.0862564797513187,-13.519656085968018,0.9106796011328697,0.9466156959533691,0.2,-0.03356352932751179,0.018232528,0.0003,0.290625,-24.182323
215,174,147,37632,-0.01847081631422043,10280,172.14,0.07719850181601942,-13.507764434814453,0.9400380440056324,0.9444741010665894,0.2,-0.029515119269490242,0.018493634,0.0003,0.225390625,-23.745949
215,175,148,37888,0.010938707739114761,10290,166.66,0.0586027346085757,-13.477040648460388,0.9565195143222809,0.9419005513191223,0.2,-0.01552818538621068,0.017681712,0.0003,0.229296875,-21.836937
215,176,149,38144,172.04556274414062,10300,160.86,359.5312984466553,-13.454855895042419,0.04568934440612793,0.9414167404174805,0.2,-0.0034954826813191177,0.0030069172,0.0003,0.00546875,-21.030067
215,178,150,38400,1.1711804866790771,10310,159.55,5.285114531219006,-13.454882764816285,0.8139335066080093,0.9416438937187195,0.2,-0.012938881106674672,0.013475301,0.0003,0.059375,-20.792936
215,179,151,38656,-0.01856781728565693,10320,159.55,0.17619021330028772,-13.45834972858429,0.95077208802104,0.941817581653595,0.2,-0.02590391100384295,0.015606478,0.0003,0.191015625,-20.792936
215,180,152,38912,-0.034686509519815445,10330,157.83,0.1710866975132376,-13.453233098983764,0.9728820640593767,0.9399797320365906,0.2,-0.022439991775900125,0.014500169,0.0003,0.1953125,-20.551153
215,181,153,39168,0.07513561844825745,10340,159.6,0.3459844119846821,-13.435027456283569,0.9033805131912231,0.9386124610900879,0.2,-0.035266476194374265,0.027492259,0.0003,0.25546875,-20.82217
215,182,154,39424,0.1264827698469162,10350,161.16,0.4226816717535257,-13.431777715682983,0.957542646676302,0.9395182728767395,0.2,-0.0194578010821715,0.009952401,0.0003,0.13671875,-20.898996
215,184,155,39680,-0.023194344714283943,10360,162.1,0.23526422856375576,-13.440273928642274,0.805258110165596,0.9408221244812012,0.2,-0.026439281110651792,0.02467576,0.0003,0.234375,-20.95255
215,185,156,39936,-0.006568089127540588,10370,162.14,0.14846513485535978,-13.460656523704529,0.9772597625851631,0.943215012550354,0.2,-0.02355447041336447,0.012275033,0.0003,0.2140625,-20.96475
215,186,157,40192,0.05497180297970772,10380,162.25,0.3296208089217544,-13.47866473197937,0.9485349580645561,0.9441544413566589,0.2,-0.020142300601582973,0.012894776,0.0003,0.138671875,-20.947918
215,187,158,40448,0.2040601372718811,10390,164.0,0.3540501307696104,-13.480886864662171,0.956292912364006,0.944543182849884,0.2,-0.027119407564168797,0.012456946,0.0003,0.214453125,-21.206823
215,188,159,40704,0.11582480370998383,10400,164.1,0.35682551711797716,-13.474555325508117,0.9572217836976051,0.9429283142089844,0.2,-0.027421556832268833,0.021658486,0.0003,0.221875,-21.204475
215,189,160,40960,0.10284820199012756,10410,164.75,0.32651791386306284,-13.453398084640503,0.9569291993975639,0.9411634206771851,0.2,-0.02805777708417736,0.017333427,0.0003,0.2296875,-21.228632
215,191,161,41216,-0.029128175228834152,10420,167.33,0.011863203370012343,-13.44040768146515,0.9977832320146263,0.9413712620735168,0.2,-0.024687751033343374,0.01719664,0.0003,0.213671875,-21.514116
215,192,162,41472,0.23196077346801758,10430,170.8,0.343539104051888,-13.445880603790282,0.9549224190413952,0.9420738220214844,0.2,-0.020017928280867636,0.017399792,0.0003,0.17421875,-21.867365
215,193,163,41728,0.1869724541902542,10440,169.26,0.597672414034605,-13.457762455940246,0.9222621694207191,0.9443451762199402,0.2,-0.02002318575978279,0.01827059,0.0003,0.188671875,-21.611887
215,194,164,41984,-0.006505478173494339,10450,171.77,0.06657413854263723,-13.475765776634216,0.9680853448808193,0.9439927935600281,0.2,-0.021603245311416684,0.0126100555,0.0003,0.228515625,-21.906733
215,195,165,42240,0.14645496010780334,10460,174.66,0.39638575054705144,-13.466218447685241,0.947661504149437,0.9429806470870972,0.2,-0.03199534120503813,0.022796014,0.0003,0.276953125,-22.241402
215,196,166,42496,0.019685663282871246,10470,174.73,0.4128073798492551,-13.4669504404068,0.9422912634909153,0.9433465003967285,0.2,-0.03144340838771313,0.023533545,0.0003,0.25390625,-22.223635
215,198,167,42752,0.2584088146686554,10480,177.19,0.3650039410218596,-13.479613709449769,0.947284922003746,0.9452444911003113,0.2,-0.018400424579158425,0.010518041,0.0003,0.123046875,-22.495457
215,199,168,43008,0.16910119354724884,10490,175.69,0.3490746021270752,-13.485095381736755,0.9524410665035248,0.9436853528022766,0.2,-0.024060678505338728,0.02188949,0.0003,0.25546875,-22.24423
215,200,169,43264,-0.0176685843616724,10500,175.95,0.06337159797549248,-13.469357562065124,0.9736879263073206,0.942966639995575,0.2,-0.027481507789343596,0.013323391,0.0003,0.21015625,-22.257702
215,201,170,43520,0.28653016686439514,10510,175.26,0.3618235483765602,-13.4520822763443,0.9635442644357681,0.9397125244140625,0.2,-0.023590364609844983,0.012352761,0.0003,0.164453125,-22.209805
215,202,171,43776,0.005331132560968399,10520,177.48,0.391767942160368,-13.424644780158996,0.9589577876031399,0.9379475712776184,0.2,-0.032794968038797376,0.029091204,0.0003,0.342578125,-22.493486
215,204,172,44032,0.08917554467916489,10530,177.48,0.3608666921034455,-13.411733245849609,0.928673505783081,0.9363978505134583,0.2,-0.02410969980992377,0.021097247,0.0003,0.215234375,-22.493486
215,205,173,44288,-0.028150755912065506,10540,177.62,0.0527547110337764,-13.406440377235413,0.985680716112256,0.9367550611495972,0.2,-0.02641970496624708,0.015110413,0.0003,0.22421875,-22.474863
215,206,174,44544,0.17882755398750305,10550,179.57,0.3454707222059369,-13.415362644195557,0.9466783031821251,0.938448429107666,0.2,-0.032177976425737144,0.032611564,0.0003,0.287890625,-22.735235
215,207,175,44800,0.05620397627353668,10560,181.33,0.2873048422858119,-13.425451874732971,0.951327633112669,0.9382274746894836,0.2,-0.02278343918733299,0.025180567,0.0003,0.251171875,-22.977358
215,208,176,45056,0.19218072295188904,10570,181.57,0.29360256716609,-13.415299892425537,0.9558426029980183,0.9368917346000671,0.2,-0.028792770084692165,0.016868621,0.0003,0.20234375,-23.000513
215,209,177,45312,0.06827354431152344,10580,181.8,0.29086330998688936,-13.399391102790833,0.9623094834387302,0.9358665347099304,0.2,-0.02086831599008292,0.018671356,0.0003,0.18046875,-22.99879
215,211,178,45568,0.14610491693019867,10590,183.71,0.2723746357485652,-13.387262225151062,0.9613025709986687,0.9346246719360352,0.2,-0.021417482139077036,0.02444515,0.0003,0.2453125,-23.271666
215,212,179,45824,0.07602807879447937,10600,183.36,0.3509111098945141,-13.374002575874329,0.9490195140242577,0.9330247044563293,0.2,-0.0312640557764098,0.019592514,0.0003,0.228515625,-23.250349
215,213,180,46080,-0.04520507901906967,10610,186.26,0.01978592495433986,-13.368415713310242,0.9966386070009321,0.9341534376144409,0.2,-0.03302545158658177,0.020586547,0.0003,0.253125,-23.575699
215,214,181,46336,0.02886125072836876,10620,188.74,0.33970753345638516,-13.383604264259338,0.9481054991483688,0.9357236623764038,0.2,-0.020360943069681524,0.014630957,0.0003,0.171484375,-23.91012
215,215,182,46592,0.06771307438611984,10630,188.74,0.40611262433230877,-13.383380794525147,0.9671050906181335,0.9341991543769836,0.2,-0.02344580090139061,0.022030191,0.0003,0.2125,-23.91012
215,216,183,46848,-0.018464472144842148,10640,188.74,0.088067811075598,-13.359303164482117,0.9726711492985487,0.9321178197860718,0.2,-0.03341108155436814,0.016807133,0.0003,0.254296875,-23.848032
215,218,184,47104,0.10703407973051071,10650,189.03,0.09288050602190197,-13.352717089653016,0.9828261155635118,0.9340348243713379,0.2,-0.028225711011327804,0.02204607,0.0003,0.1921875,-23.894829
215,219,185,47360,0.4063602089881897,10660,190.72,0.464099432900548,-13.363679981231689,0.948910403996706,0.9331046938896179,0.2,-0.019294410559814422,0.016131133,0.0003,0.14921875,-24.151909
215,220,186,47616,0.24495990574359894,10670,190.87,0.43767674583941696,-13.340198159217834,0.9581499882042408,0.9304612278938293,0.2,-0.017450566659681498,0.01691696,0.0003,0.203515625,-24.163408
215,221,187,47872,-0.015227064490318298,10680,189.22,0.03865391814615578,-13.323388481140137,0.9894282640889287,0.9302923083305359,0.2,-0.02360504805110395,0.016745958,0.0003,0.226953125,-23.881607
215,222,188,48128,0.1881200075149536,10690,190.67,0.38292770041152835,-13.326708006858826,0.9325506538152695,0.9308305978775024,0.2,-0.026198348484467716,0.018980293,0.0003,0.17109375,-24.10621
216,223,189,48384,0.045159779489040375,10700,190.67,0.3126358140259981,-13.324257278442383,0.9404810443520546,0.9298094511032104,0.2,-0.020635291561484338,0.016932242,0.0003,0.22734375,-24.10621
216,225,190,48640,-0.035827044397592545,10710,192.44,0.05063508907333016,-13.319901061058044,0.9884484773501754,0.930029571056366,0.2,-0.023858180525712668,0.01577878,0.0003,0.181640625,-24.360872
216,226,191,48896,0.3409661054611206,10720,194.02,0.3394968061242253,-13.327429342269898,0.9533381424844265,0.931624710559845,0.2,-0.01730225804494694,0.015480358,0.0003,0.174609375,-24.603025
216,227,192,49152,0.15686386823654175,10730,191.95,0.30131069365888835,-13.340881395339967,0.9572041109204292,0.9332863688468933,0.2,-0.031173378764651715,0.02055616,0.0003,0.28359375,-24.286278
216,228,193,49408,0.1717773675918579,10740,193.91,0.35688183456659317,-13.356138610839844,0.9612345173954964,0.9346244931221008,0.2,-0.025315766665153207,0.015115183,0.0003,0.161328125,-24.577707
216,229,194,49664,0.11183258891105652,10750,192.21,0.38406437933444976,-13.363908624649047,0.9459292031824589,0.9340429306030273,0.2,-0.030269313836470246,0.016528027,0.0003,0.254296875,-24.308228
216,230,195,49920,-0.024047549813985825,10760,194.92,0.01798146233195439,-13.35573477745056,0.9927127691917121,0.9335240125656128,0.2,-0.01556976439896971,0.010212345,0.0003,0.123046875,-24.629799
216,232,196,50176,0.044557321816682816,10770,197.75,0.3823648916557431,-13.351655888557435,0.953241616487503,0.9330672025680542,0.2,-0.02565713559743017,0.021012295,0.0003,0.239453125,-26.086582
216,233,197,50432,0.189399853348732,10780,196.06,0.47008807100355626,-13.350514316558838,0.933073528110981,0.9335911870002747,0.2,-0.023011633940041066,0.021711122,0.0003,0.211328125,-25.813515
216,234,198,50688,-0.038851190358400345,10790,196.39,0.024450621183495967,-13.342999362945557,0.9914719676598907,0.9325618743896484,0.2,-0.03873416921123862,0.024657283,0.0003,0.34453125,-25.825344
216,235,199,50944,0.003244549036026001,10800,196.26,0.38438483513891697,-13.341226625442506,0.952167209237814,0.934088408946991,0.2,-0.029844364966265857,0.019762387,0.0003,0.2578125,-25.802404
216,236,200,51200,0.21306398510932922,10810,196.26,0.5112261209636927,-13.350256299972534,0.9470272362232208,0.9332417249679565,0.2,-0.02048132154159248,0.010156362,0.0003,0.158984375,-25.802404
216,237,201,51456,-0.03520047664642334,10820,197.66,0.04378478922881186,-13.340713405609131,0.9808907341212034,0.9340623021125793,0.2,-0.022490853886120023,0.015061012,0.0003,0.221875,-26.022528
216,238,202,51712,0.0008540302515029907,10830,193.14,0.2690898714587092,-13.35793833732605,0.8452766239643097,0.9364994168281555,0.2,-0.03555909777060151,0.025492862,0.0003,0.267578125,-25.470205
216,240,203,51968,0.0006832927465438843,10840,193.04,0.2138708157464862,-13.380315589904786,0.8980269506573677,0.9377692341804504,0.2,-0.024819043010938912,0.01393616,0.0003,0.159765625,-25.438665
216,241,204,52224,0.08399259299039841,10850,193.28,0.17714753868058325,-13.383646273612976,0.9450235068798065,0.9377714991569519,0.2,-0.031183769926428795,0.012649514,0.0003,0.223828125,-25.45382
216,242,205,52480,0.10972624272108078,10860,193.28,0.21940549667924641,-13.38221845626831,0.9668080359697342,0.9378982782363892,0.2,-0.018241574871353805,0.0121518895,0.0003,0.160546875,-25.45382
216,243,206,52736,-0.024224799126386642,10870,193.28,0.0739365991204977,-13.38899586200714,0.9740678519010544,0.939876914024353,0.2,-0.030602122494019567,0.020129042,0.0003,0.206640625,-25.423376
216,244,207,52992,0.07018987834453583,10880,193.58,0.2046561730094254,-13.403812074661255,0.9615440741181374,0.9409658312797546,0.2,-0.024727152939885855,0.01577876,0.0003,0.16171875,-25.476923
216,245,208,53248,0.1094774454832077,10890,194.38,0.2939440397545695,-13.411519837379455,0.9605568796396255,0.9413939714431763,0.2,-0.016068373015150426,0.010904676,0.0003,0.1140625,-25.510735
216,247,209,53504,0.1118735522031784,10900,194.38,0.31859221439808605,-13.413371920585632,0.9727329798042774,0.9417804479598999,0.2,-0.015474311681464315,0.016176663,0.0003,0.11484375,-25.510735
216,248,210,53760,-0.04683221876621246,10910,194.72,0.052587960520759224,-13.414450740814209,0.9844582797959447,0.941716194152832,0.2,-0.015567641751840711,0.011887161,0.0003,0.148046875,-25.550764
216,249,211,54016,0.0813155323266983,10920,195.13,0.2982542131096125,-13.404292511940003,0.9561034142971039,0.9397943615913391,0.2,-0.020121363294310867,0.017435174,0.0003,0.1640625,-25.628792
216,250,212,54272,0.04473479092121124,10930,196.75,0.2991385359317064,-13.383447980880737,0.9617997109889984,0.9383150339126587,0.2,-0.03196259717806242,0.029884184,0.0003,0.290234375,-25.85582
216,251,213,54528,0.05682571232318878,10940,198.91,0.2699821464717388,-13.374078917503358,0.9651031196117401,0.9382273554801941,0.2,-0.01738430109107867,0.012271777,0.0003,0.163671875,-26.125425
216,252,214,54784,0.10195111483335495,10950,198.84,0.2605921788141131,-13.371373629570007,0.9677414000034332,0.9375709295272827,0.2,-0.0190341261215508,0.015374042,0.0003,0.166015625,-26.09088
216,253,215,55040,0.12118401378393173,10960,198.82,0.23377816267311574,-13.359523582458497,0.9697356820106506,0.9361554980278015,0.2,-0.023007360310293733,0.011283791,0.0003,0.16796875,-26.076408
216,255,216,55296,0.15506665408611298,10970,200.4,0.22462337892502546,-13.351815223693848,0.9682219699025154,0.9367877840995789,0.2,-0.032625664863735436,0.028978549,0.0003,0.2984375,-26.326086
216,256,217,55552,0.04711407423019409,10980,200.34,0.24729291833937167,-13.355923223495484,0.9634924121201038,0.9363262057304382,0.2,-0.024730855296365917,0.015239524,0.0003,0.234375,-26.301914
216,257,218,55808,0.0634632408618927,10990,201.77,0.20613661222159863,-13.35025475025177,0.9644670635461807,0.9355510473251343,0.2,-0.022910194133874028,0.021830065,0.0003,0.214453125,-26.513786
216,258,219,56064,0.06983242183923721,11000,201.77,0.1986140266060829,-13.33989064693451,0.9623971320688725,0.9340008497238159,0.2,-0.01752825452713296,0.01701118,0.0003,0.1625,-26.513786
216,259,220,56320,-0.04099073261022568,11010,203.76,0.027606436028145255,-13.329165196418762,0.9936889968812466,0.9346109628677368,0.2,-0.027273430908098816,0.027172428,0.0003,0.24140625,-26.806751
216,260,221,56576,0.047406356781721115,11020,205.64,0.21252055009827017,-13.321227598190308,0.970622481778264,0.9324029684066772,0.2,-0.029228885285556318,0.020009989,0.0003,0.256640625,-27.075111
216,261,222,56832,0.13942988216876984,11030,205.58,0.25345663633197546,-13.30949091911316,0.964113399386406,0.9328590631484985,0.2,-0.027168161841109394,0.023304082,0.0003,0.227734375,-27.054016
216,263,223,57088,0.05047686770558357,11040,205.91,0.28026668429374696,-13.312313532829284,0.9620217084884644,0.9330746531486511,0.2,-0.026833009952679277,0.019295884,0.0003,0.242578125,-27.113564
216,264,224,57344,0.1083882749080658,11050,205.82,0.25717346351593734,-13.306358909606933,0.9729090239852667,0.9329550862312317,0.2,-0.016070213890634476,0.011896757,0.0003,0.12578125,-27.089886
216,265,225,57600,0.0577014721930027,11060,207.91,0.2212337426841259,-13.27773334980011,0.9665800519287586,0.9283096194267273,0.2,-0.02043433634098619,0.016357692,0.0003,0.189453125,-27.382343
217,266,226,57856,0.08060156553983688,11070,207.91,0.2300461563281715,-13.243339037895202,0.9227023869752884,0.9273262023925781,0.2,-0.02010072860866785,0.013385776,0.0003,0.1734375,-27.382343
217,267,227,58112,-0.03444015607237816,11080,210.17,0.019105394883081318,-13.229190564155578,0.9940441115759313,0.9250869750976562,0.2,-0.025021621165797113,0.020329129,0.0003,0.229296875,-27.68843
217,268,228,58368,0.08821004629135132,11090,212.21,0.2173073275014758,-13.195173215866088,0.968820083886385,0.9215327501296997,0.2,-0.021108143031597137,0.013099679,0.0003,0.19296875,-27.967663
217,270,229,58624,0.07466179877519608,11100,214.61,0.2307607451453805,-13.1700430393219,0.9682685174047947,0.9199457168579102,0.2,-0.019902249856386334,0.015079352,0.0003,0.141015625,-28.274788
217,271,230,58880,0.050244756042957306,11110,214.69,0.20587842985987664,-13.158451795578003,0.9685419611632824,0.9188143610954285,0.2,-0.03149871276691556,0.018139122,0.0003,0.219921875,-28.274294
217,272,231,59136,0.005467670038342476,11120,216.9,0.06799107128754259,-13.151030135154723,0.9879007805138826,0.9189444780349731,0.2,-0.021386187244206666,0.02269578,0.0003,0.2609375,-28.570705
217,273,232,59392,0.06963052600622177,11130,218.89,0.19222559565678238,-13.153094005584716,0.9715686310082674,0.9191502332687378,0.2,-0.025559380918275566,0.021878168,0.0003,0.211328125,-28.82181
217,274,233,59648,0.0120850820094347,11140,220.18,0.18353856671601534,-13.158987259864807,0.9724196083843708,0.9197765588760376,0.2,-0.01896252341102809,0.0108301565,0.0003,0.108984375,-28.98285
217,275,234,59904,0.14434266090393066,11150,222.46,0.2859249028377235,-13.158452153205872,0.9502094052731991,0.9187180399894714,0.2,-0.02775136739946902,0.027589032,0.0003,0.253125,-29.306568
217,277,235,60160,0.04468905180692673,11160,224.59,0.18556995764374734,-13.142690777778625,0.9667339324951172,0.9173475503921509,0.2,-0.026570325484499335,0.016161636,0.0003,0.22265625,-29.617369
217,278,236,60416,0.02785724401473999,11170,225.52,0.17126372028142214,-13.131876945495605,0.944490872323513,0.916702151298523,0.2,-0.03032620050944388,0.015694814,0.0003,0.213671875,-30.764189
217,279,237,60672,-0.07114026695489883,11180,225.52,0.02450674573192373,-13.129975652694702,0.9778487253934145,0.9170385599136353,0.2,-0.03246049676090479,0.020086175,0.0003,0.26640625,-30.764189
217,280,238,60928,-0.03569846600294113,11190,229.63,0.022822219855152072,-13.120105528831482,0.9913865067064762,0.91514652967453,0.2,-0.03468317921506241,0.019034315,0.0003,0.21796875,-31.17055
217,281,239,61184,0.04684313014149666,11200,230.55,0.28594338390976193,-13.095306324958802,0.9322629198431969,0.9132137298583984,0.2,-0.031609189813025296,0.019962216,0.0003,0.23125,-31.242918
217,282,240,61440,-0.03612901270389557,11210,232.69,0.07315491707995533,-13.083217453956603,0.9677523747086525,0.9140472412109375,0.2,-0.03455828244332224,0.025788441,0.0003,0.2828125,-31.500402
217,283,241,61696,-0.006827598437666893,11220,230.12,0.0877382593229413,-13.08736057281494,0.9575087539851665,0.9144307971000671,0.2,-0.026844145753420888,0.016474707,0.0003,0.172265625,-31.198965
217,285,242,61952,-0.02890881709754467,11230,231.0,0.182759078592062,-13.09648585319519,0.8561378419399261,0.9162867665290833,0.2,-0.034975567320361736,0.017277787,0.0003,0.204296875,-31.254461
217,286,243,62208,-0.05217420309782028,11240,228.68,0.019215989660006018,-13.115334367752075,0.9808166436851025,0.9156658053398132,0.2,-0.027627963060513138,0.021629881,0.0003,0.2515625,-30.932417
217,287,244,62464,-0.024454940110445023,11250,228.0,0.05812280103564262,-13.124777770042419,0.9465729407966137,0.9180169105529785,0.2,-0.022264718799851833,0.01892846,0.0003,0.16484375,-30.892044
217,288,245,62720,-0.00930577702820301,11260,228.54,0.04715337520465255,-13.149273681640626,0.9778393115848303,0.9194964170455933,0.2,-0.029704760247841477,0.019202467,0.0003,0.251171875,-30.925596
217,289,246,62976,0.012342222034931183,11270,227.56,0.12255189269781112,-13.161380195617676,0.970899686217308,0.9203799962997437,0.2,-0.02867194851860404,0.016540583,0.0003,0.242578125,-30.72903
217,290,247,63232,-0.03321867063641548,11280,230.23,0.04589166152291,-13.171144056320191,0.9843263495713472,0.9203187227249146,0.2,-0.024557227548211814,0.015443692,0.0003,0.18828125,-31.078629
217,292,248,63488,-0.017697878181934357,11290,230.63,0.1332045031711459,-13.175022196769714,0.9710722044110298,0.9211353063583374,0.2,-0.030361041938886047,0.018908795,0.0003,0.215625,-31.123491
217,293,249,63744,-0.012388035655021667,11300,230.63,0.1674231354147196,-13.182460927963257,0.9751859493553638,0.9209710359573364,0.2,-0.02921113115735352,0.020380527,0.0003,0.248828125,-31.123491
217,294,250,64000,-0.023449081927537918,11310,229.65,0.03920977907255292,-13.17785394191742,0.9816001672297716,0.9205511212348938,0.2,-0.02576565248891711,0.01760156,0.0003,0.247265625,-29.884794
217,295,251,64256,61.65306854248047,11320,229.65,338.50467414855956,-13.178845191001892,0.11568725109100342,0.9204230308532715,0.2,-0.0011827351292595268,0.0029988433,0.0003,0.00390625,-29.884794
217,296,252,64512,-0.02261224016547203,11330,230.31,1.0834108116105199,-13.176339769363404,0.938119113445282,0.9196224212646484,0.2,-0.019225774169899523,0.012282008,0.0003,0.123046875,-29.946045
217,297,253,64768,0.012533709406852722,11340,230.34,0.2575640546157956,-13.169222712516785,0.9809836149215698,0.9197025299072266,0.2,-0.03601171998307109,0.027294751,0.0003,0.26640625,-29.958565
217,299,254,65024,0.17920169234275818,11350,231.19,0.944700887799263,-13.173404765129089,0.8506613969802856,0.9199932813644409,0.2,-0.021281409077346325,0.019027438,0.0003,0.165625,-30.055899
217,300,255,65280,0.0604507252573967,11360,231.19,0.222136752307415,-13.1749187707901,0.9823017474263906,0.9192695617675781,0.2,-0.023950785817578434,0.015678756,0.0003,0.140234375,-30.055899
217,301,256,65536,-0.05293592810630798,11370,231.7,0.021113188989693298,-13.17242248058319,0.9899567291140556,0.9199533462524414,0.2,-0.02663251357153058,0.016364576,0.0003,0.216796875,-30.087915
217,302,257,65792,0.00010852701961994171,11380,232.16,0.13955584820359945,-13.173572850227355,0.9792951494455338,0.919580340385437,0.2,-0.022127316007390617,0.022164611,0.0003,0.19609375,-30.15245
217,303,258,66048,0.012948624789714813,11390,232.61,0.19818623876199126,-13.168066167831421,0.9611353613436222,0.9192615747451782,0.2,-0.023578897432889788,0.012121378,0.0003,0.198828125,-30.195036
217,304,259,66304,0.0611385852098465,11400,234.49,0.16337231136858463,-13.15885865688324,0.9806989450007677,0.9181298017501831,0.2,-0.017336633533705025,0.020050887,0.0003,0.20859375,-30.444786
217,306,260,66560,0.04262267053127289,11410,234.49,0.1422074374742806,-13.159958410263062,0.9591190442442894,0.9198393821716309,0.2,-0.026366301806410773,0.0067882757,0.0003,0.196484375,-30.444786
217,307,261,66816,-0.053963955491781235,11420,234.76,0.0068762140115723016,-13.170681500434876,0.9986528914887458,0.9194437861442566,0.2,-0.016378905123565345,0.014906371,0.0003,0.109375,-30.444952
217,308,262,67072,0.01538202166557312,11430,235.26,0.11973678953945636,-13.157638001441956,0.9792506583034992,0.9176720380783081,0.2,-0.02360127221327275,0.023331456,0.0003,0.256640625,-30.513681
217,309,263,67328,0.005578532814979553,11440,238.36,0.17034282330423595,-13.130937194824218,0.9821343086659908,0.9139936566352844,0.2,-0.022251499677076937,0.013192933,0.0003,0.173046875,-30.90801
217,310,264,67584,0.0004917830228805542,11450,236.71,0.18311980329453945,-13.110226321220399,0.909940131008625,0.9138721227645874,0.2,-0.035666199517436326,0.01731544,0.0003,0.255859375,-30.651983
217,311,265,67840,-0.02979734167456627,11460,237.14,0.031208188517484813,-13.116234993934631,0.9741524439305067,0.9138715863227844,0.2,-0.03226620240602642,0.017301045,0.0003,0.2515625,-30.71693
217,313,266,68096,0.04308021068572998,11470,237.14,0.141846308670938,-13.118412923812866,0.9811868146061897,0.9148174524307251,0.2,-0.039463900751434265,0.035876222,0.0003,0.355078125,-30.71693
217,314,267,68352,-0.022955812513828278,11480,237.66,0.07226904146373272,-13.130103492736817,0.984710511751473,0.9156213998794556,0.2,-0.03135966421104967,0.022911187,0.0003,0.280078125,-30.780678
217,315,268,68608,-0.00848163291811943,11490,237.89,0.09417924083536491,-13.140399837493897,0.9866606760770082,0.9162777662277222,0.2,-0.02575355691369623,0.020016616,0.0003,0.25078125,-30.819757
217,316,269,68864,0.010861214250326157,11500,238.45,0.14281966825947165,-13.150022912025452,0.9813588168472052,0.9174588322639465,0.2,-0.02138258833438158,0.018086966,0.0003,0.191796875,-30.89846
217,317,270,69120,0.040925320237874985,11510,238.83,0.24062215331941844,-13.157069969177247,0.9721276257187128,0.9174720644950867,0.2,-0.025598752638325097,0.018617833,0.0003,0.204296875,-30.95314
217,318,271,69376,0.037057358771562576,11520,236.28,0.19367067273706198,-13.144079351425171,0.9628575630486012,0.9162500500679016,0.2,-0.027017290261574088,0.0142409615,0.0003,0.188671875,-30.653376
217,320,272,69632,-0.032841622829437256,11530,236.72,0.11122073249425739,-13.142911696434021,0.9676038287580013,0.9173218011856079,0.2,-0.03418183473404497,0.026203949,0.0003,0.198046875,-30.685144
217,321,273,69888,0.03649177402257919,11540,236.72,0.17961866781115532,-13.152095127105714,0.974391408264637,0.9174267649650574,0.2,-0.032380491867661475,0.020299653,0.0003,0.245703125,-30.685144
