rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/clip_range,train/loss,train/value_loss,train/approx_kl,train/explained_variance,train/learning_rate
-13.402005,3840,15,18,165.7826086956522,204,1.0073306560516357,140,-0.024452988943085074,-14.252920556068421,0.1125,0.2,0.03555768355727196,0.6253780469298362,0.014418619,0.3396117091178894,0.0003
-13.12112,4096,16,20,161.0,204,1.0084037780761719,150,-0.02167391960974783,-14.267342400550842,0.208984375,0.2,0.2300070822238922,0.6268279321491719,0.017766463,0.5418953001499176,0.0003
-12.854942,4352,17,21,154.11111111111111,205,1.0079669952392578,160,-0.01785693836864084,-14.269945693016052,0.125,0.2,1.6946194171905518,2.68438720703125,0.018388245,0.13924634456634521,0.0003
-12.4645605,4608,18,22,152.26666666666668,206,1.010345697402954,170,-0.021202883613295854,-14.275586581230163,0.150390625,0.2,1.5406485795974731,3.2678124874830248,0.015735753,0.07036834955215454,0.0003
-12.19603,4864,19,23,147.3939393939394,207,1.0097477436065674,180,-0.02385557771194726,-14.292217326164245,0.126953125,0.2,1.0300147533416748,3.9306099355220794,0.018069888,-0.23617732524871826,0.0003
-12.044276,5120,20,24,145.65714285714284,207,1.010717511177063,190,-0.020855191338341683,-14.286261940002442,0.072265625,0.2,1.5020997524261475,2.6429296314716337,0.014549997,0.19532561302185059,0.0003
-11.89733,5376,21,25,137.6578947368421,208,1.0108505487442017,200,-0.020101961260661484,-14.294829511642456,0.140625,0.2,0.6350098848342896,1.4019871428608894,0.013118909,0.16164439916610718,0.0003
-11.778086,5632,22,26,138.65,208,1.007824182510376,210,-0.020079769054427744,-14.283127903938293,0.075390625,0.2,0.6968915462493896,1.8139227002859115,0.012594091,0.19230258464813232,0.0003
-11.641411,5888,23,28,138.6904761904762,209,1.0089279413223267,220,-0.024272585147991778,-14.267466282844543,0.179296875,0.2,0.38859665393829346,1.0514933802187443,0.018946674,0.38088560104370117,0.0003
-11.710061,6144,24,29,140.51162790697674,209,1.011731743812561,230,-0.011688724311534315,-14.290375971794129,0.069140625,0.2,0.5226487517356873,0.918702095001936,0.011047062,0.39080774784088135,0.0003
-11.641992,6400,25,30,143.63636363636363,210,1.0117095708847046,240,-0.014068781794048846,-14.304750180244445,0.102734375,0.2,0.11769454181194305,0.36338532641530036,0.013410512,0.42989325523376465,0.0003
-11.641992,6656,26,31,143.63636363636363,210,1.0122485160827637,250,-0.012643495353404432,-14.303968977928161,0.0578125,0.2,0.08940229564905167,0.3150039348751307,0.013234317,0.890339657664299,0.0003
-11.641992,6912,27,32,143.63636363636363,210,1.0117233991622925,260,-0.013301516138017177,-14.306923270225525,0.08046875,0.2,-0.033720433712005615,0.18095970558933913,0.012148254,0.9468874074518681,0.0003
-11.8233795,7168,28,34,155.75555555555556,210,1.0118982791900635,270,-0.0122798309661448,-14.303681135177612,0.14765625,0.2,-0.015906687825918198,0.11785688750678673,0.0074720895,0.7808804959058762,0.0003
-11.766623,7424,29,35,155.68085106382978,210,1.0100810527801514,280,-0.01151819438673556,-14.297250342369079,0.067578125,0.2,0.09355542808771133,0.21399567872285843,0.008981202,0.97654103115201,0.0003
-11.708289,7680,30,36,153.24489795918367,210,1.0095303058624268,290,-0.0212035178206861,-14.28377845287323,0.1234375,0.2,0.641088604927063,2.210064598917961,0.013161609,-0.299343466758728,0.0003
-11.673254,7936,31,37,156.76,210,1.0108377933502197,300,-0.031236445903778075,-14.289204955101013,0.17265625,0.2,0.13336405158042908,1.3780927442014217,0.02247743,0.422365665435791,0.0003
-11.673254,8192,32,38,156.76,211,1.0107470750808716,310,-0.026265998603776097,-14.294929337501525,0.187109375,0.2,0.1503603756427765,0.40323139503598215,0.023853041,0.8344678580760956,0.0003
-11.680074,8448,33,39,156.12962962962962,211,1.0121290683746338,320,-0.02563602013979107,-14.301459312438965,0.165234375,0.2,-0.03627582639455795,0.05076104959007353,0.015107023,0.9295719116926193,0.0003
-11.626302,8704,34,41,152.875,211,1.0131762027740479,330,-0.0202370114158839,-14.312641620635986,0.130859375,0.2,0.7348419427871704,1.9609157979488372,0.0155121945,0.4277929663658142,0.0003
-11.581028,8960,35,42,152.25862068965517,211,1.014153003692627,340,-0.019214373314753175,-14.32253384590149,0.13046875,0.2,0.6206063628196716,2.5130160838365554,0.014110404,-0.05962848663330078,0.0003
-11.556968,9216,36,43,156.16949152542372,212,1.0163995027542114,350,-0.015252086974214762,-14.33836534023285,0.137109375,0.2,0.24794715642929077,1.1142364770174027,0.010693906,0.41289037466049194,0.0003
-11.5272455,9472,37,44,155.18032786885246,212,1.017471194267273,360,-0.02224046615883708,-14.355695819854736,0.1375,0.2,0.048095300793647766,0.5661011566407979,0.023002293,0.6069286167621613,0.0003
-11.503978,9728,38,45,153.24193548387098,212,1.0167914628982544,370,-0.017356706433929503,-14.35873818397522,0.102734375,0.2,0.48871856927871704,1.322648885846138,0.01305623,0.5237112939357758,0.0003
-11.484867,9984,39,46,156.52380952380952,212,1.0166875123977661,380,-0.016043381835334002,-14.351249384880067,0.059375,0.2,0.3383198082447052,1.8301057033240795,0.009313533,-1.1349377632141113,0.0003
-11.484867,10240,40,48,156.52380952380952,212,1.016575574874878,390,-0.018953221687115728,-14.351589727401734,0.146484375,0.2,0.15485882759094238,0.3995088215917349,0.012421284,0.6648848652839661,0.0003
-11.484867,10496,41,49,156.52380952380952,213,1.014721155166626,400,-0.01340827604290098,-14.344263219833374,0.10625,0.2,0.028424106538295746,0.24372154688462616,0.011403184,-0.0563582181930542,0.0003
-11.564362,10752,42,50,164.65625,213,1.0153776407241821,410,-0.01434705825522542,-14.332133030891418,0.128515625,0.2,0.0010566823184490204,0.2704478232190013,0.015208436,0.6512725353240967,0.0003
-11.515372,11008,43,51,163.9402985074627,213,1.0160131454467773,420,-0.02901802081614733,-14.342714095115662,0.133984375,0.2,0.08210171014070511,0.2938018100336194,0.022715107,0.8035570383071899,0.0003
-11.515372,11264,44,52,163.9402985074627,213,1.0138366222381592,430,-0.017056719027459623,-14.33705186843872,0.083984375,0.2,0.9283552765846252,2.1435032933950424,0.014338367,0.48558032512664795,0.0003
-11.366522,11520,45,53,164.768115942029,213,1.0116701126098633,440,-0.022469237935729323,-14.314214134216309,0.13359375,0.2,0.00522557832300663,0.2387563549913466,0.01646242,0.634164959192276,0.0003
-11.311017,11776,46,55,165.3661971830986,213,1.0106401443481445,450,-0.021728988678660244,-14.293699240684509,0.0578125,0.2,1.2017502784729004,2.5596470862627028,0.010383251,-0.6608147621154785,0.0003
-11.311017,12032,47,56,165.3661971830986,214,1.0129486322402954,460,-0.02302778073353693,-14.30000443458557,0.208984375,0.2,0.42240503430366516,1.0488611549139022,0.022711618,0.5093162059783936,0.0003
-11.245799,12288,48,57,165.87671232876713,214,1.0132800340652466,470,-0.016827353998087345,-14.315448784828186,0.084375,0.2,-0.01840396411716938,0.10477105155587196,0.011560663,0.9790211711078882,0.0003
-11.078359,12544,49,58,169.17567567567568,214,1.0114128589630127,480,-0.023949753073975445,-14.30696427822113,0.13203125,0.2,0.9166133999824524,1.7070073783397675,0.013694762,0.41122502088546753,0.0003
-11.067833,12800,50,59,170.08,214,1.009949803352356,490,-0.02779495685826987,-14.29147675037384,0.180859375,0.2,0.09797675907611847,0.7010012086480856,0.023172509,0.6553055644035339,0.0003
-11.046463,13056,51,60,169.0921052631579,214,1.013171911239624,500,-0.018719746568240225,-14.294203400611877,0.174609375,0.2,0.20776768028736115,0.7851901222020388,0.020385917,0.4629875421524048,0.0003
-11.046463,13312,52,62,169.0921052631579,214,1.014815092086792,510,-0.015499595436267555,-14.324666476249694,0.143359375,0.2,0.5261269211769104,1.6575498566031457,0.010720028,0.1585603952407837,0.0003
-11.046463,13568,53,63,169.0921052631579,214,1.0159356594085693,520,-0.010156726941931992,-14.334940600395203,0.034375,0.2,0.02849655970931053,0.671143046580255,0.0070609003,0.6656483709812164,0.0003
-10.761415,13824,54,64,176.94805194805195,214,1.016582727432251,530,-0.009358738246373833,-14.345189023017884,0.0609375,0.2,0.05459580197930336,1.833495762385428,0.013562454,-0.25712060928344727,0.0003
-10.761415,14080,55,65,176.94805194805195,214,1.0173931121826172,540,-0.018682133010588586,-14.352206444740295,0.08203125,0.2,0.4732373356819153,0.8231352066621185,0.012423914,0.6845331788063049,0.0003
-10.488837,14336,56,66,182.73076923076923,214,1.0165270566940308,550,-0.01903771087527275,-14.353844475746154,0.15,0.2,-0.023236002773046494,0.21376583282835782,0.011182518,0.5272499918937683,0.0003
-9.083171,14592,57,68,181.51898734177215,214,1.0164029598236084,560,-0.012777794734574854,-14.344854187965392,0.089453125,0.2,0.3521268367767334,1.6522906959056853,0.006907346,0.24216097593307495,0.0003
-9.083171,14848,58,69,181.51898734177215,214,1.0174955129623413,570,-0.01089352450799197,-14.350397872924805,0.075390625,0.2,68.2353515625,131.79230004409328,0.010150915,0.012510180473327637,0.0003
-8.855655,15104,59,70,186.4875,214,1.0194504261016846,580,-0.018267139908857644,-14.36381380558014,0.14375,0.2,-0.017425015568733215,0.0790677578188479,0.00974306,0.8007291257381439,0.0003
-8.855655,15360,60,71,186.4875,214,1.02187180519104,590,-0.020460958196781575,-14.38360254764557,0.095703125,0.2,1.8887065649032593,3.3429881051182746,0.016897297,-0.16667866706848145,0.0003
-8.712649,15616,61,72,189.76543209876544,214,1.0246057510375977,600,-0.02516569825820625,-14.409754252433777,0.168359375,0.2,-0.012952020391821861,0.03343065848457627,0.012641054,0.9559159614145756,0.0003
-8.712649,15872,62,73,189.76543209876544,214,1.0251681804656982,610,-0.01761530220974237,-14.429021883010865,0.052734375,0.2,0.07732004672288895,1.1938195813447237,0.00913446,0.5315957069396973,0.0003
-8.405834,16128,63,75,195.0,214,1.0246260166168213,620,-0.01283866298617795,-14.428594660758971,0.092578125,0.2,0.005732156336307526,0.1931669606594369,0.013531527,0.9630811661481857,0.0003
-8.405834,16384,64,76,195.0,214,1.0234370231628418,630,-0.012591055501252413,-14.419049859046936,0.069921875,0.2,0.2589881122112274,1.0325005434453487,0.008184395,0.7113261222839355,0.0003
-8.301005,16640,65,77,197.73809523809524,214,1.0223771333694458,640,-0.02280333845410496,-14.408512902259826,0.15234375,0.2,-0.032893113791942596,0.06988730733282864,0.0150104035,0.5852107405662537,0.0003
-8.301005,16896,66,78,197.73809523809524,214,1.0220521688461304,650,-0.015295055997557937,-14.400440335273743,0.108984375,0.2,0.7215656042098999,3.007769267261028,0.01670564,0.32004404067993164,0.0003
-8.186019,17152,67,79,201.30588235294118,214,1.0211604833602905,660,-0.02619178464519791,-14.396952605247497,0.16875,0.2,-0.04164976254105568,0.005581003031693399,0.016733546,0.9885637555271387,0.0003
-8.22868,17408,68,81,197.26136363636363,214,1.0218079090118408,670,-0.014371495437808334,-14.390848445892335,0.1296875,0.2,0.23078161478042603,0.8091393571346999,0.01294453,0.6388381719589233,0.0003
-8.2582245,17664,69,82,194.56666666666666,214,1.0234161615371704,680,-0.008143072575330734,-14.403335189819336,0.027734375,0.2,2.766301393508911,6.926798617839813,0.0064180545,-0.37144994735717773,0.0003
-8.287512,17920,70,83,193.3586956521739,214,1.0232962369918823,690,-0.01944472952745855,-14.412102842330933,0.062109375,0.2,1.0424996614456177,2.428148093819618,0.0076311138,0.5012035965919495,0.0003
-8.259612,18176,71,84,193.93548387096774,214,1.0231153964996338,700,-0.022966859326697887,-14.409769964218139,0.153515625,0.2,1.0944904088974,2.9459220468997955,0.01089962,0.06315195560455322,0.0003
-8.259612,18432,72,85,193.93548387096774,214,1.0222468376159668,710,-0.018181809829548,-14.404722857475281,0.094140625,0.2,0.7136408686637878,1.682733877748251,0.015120901,-0.017090439796447754,0.0003
-8.1907015,18688,73,86,196.07368421052632,214,1.0230445861816406,720,-0.021331610227935015,-14.401095604896545,0.155859375,0.2,0.033656876534223557,0.16680876249447465,0.018232452,0.9542393535375595,0.0003
-8.241476,18944,74,88,191.79591836734693,214,1.0218183994293213,730,-0.019086102279834448,-14.40515673160553,0.11953125,0.2,0.39283430576324463,1.4545558378100396,0.01189211,0.5750013291835785,0.0003
-8.241476,19200,75,89,191.79591836734693,214,1.0204293727874756,740,-0.02233393972273916,-14.387224435806274,0.108203125,0.2,1.9088413715362549,3.6495148062705995,0.011952611,0.17424559593200684,0.0003
-8.176256,19456,76,90,194.52,214,1.0218627452850342,750,-0.01576563201379031,-14.385001802444458,0.136328125,0.2,-0.045470189303159714,0.07620730290655046,0.016491853,0.9010085836052895,0.0003
-8.178433,19712,77,91,195.5,214,1.022853136062622,760,-0.020595036586746572,-14.39934012889862,0.1453125,0.2,0.29464730620384216,1.1513733290135861,0.015461849,0.5539649426937103,0.0003
-8.174034,19968,78,92,196.31,214,1.023849606513977,770,-0.014727114769630133,-14.408777856826783,0.08125,0.2,0.23869869112968445,0.7902171012014151,0.006384462,0.7855542153120041,0.0003
-8.12112,20224,79,94,198.01,214,1.0232865810394287,780,-0.027748421835713088,-14.411634182929992,0.124609375,0.2,1.2911465167999268,3.170159396529198,0.01361097,0.09451252222061157,0.0003
-8.103955,20480,80,95,198.69,214,1.0216000080108643,790,-0.02059497272130102,-14.400605607032777,0.099609375,0.2,1.1751608848571777,2.8921251952648164,0.013373545,0.453593373298645,0.0003
-8.106559,20736,81,96,198.02,215,1.0189212560653687,800,-0.01687420541420579,-14.378042387962342,0.097265625,0.2,0.7784748673439026,2.23560508787632,0.013549073,0.2296200394630432,0.0003
-8.106559,20992,82,97,198.02,215,1.019646406173706,810,-0.019813916506245734,-14.366824793815614,0.11484375,0.2,0.4973229765892029,1.205195789039135,0.012783635,0.6166501045227051,0.0003
-7.6009493,21248,83,98,201.68,215,1.0194593667984009,820,-0.009461590298451483,-14.37149772644043,0.070703125,0.2,0.018238069489598274,0.230634465161711,0.00837497,0.9400314688682556,0.0003
-7.6009493,21504,84,99,201.68,215,1.0203193426132202,830,-0.02098893702495843,-14.371153330802917,0.1640625,0.2,0.5410851836204529,1.158763973414898,0.019673305,0.22626864910125732,0.0003
-7.9651113,21760,85,100,206.38,215,1.019728422164917,840,-0.014087483764160424,-14.37694480419159,0.10859375,0.2,-0.024943118914961815,0.16301546774338932,0.010789024,0.7182534039020538,0.0003
-7.9651113,22016,86,102,206.38,215,1.0189483165740967,850,-0.0044087066780775785,-14.367226123809814,0.002734375,0.2,26.52263832092285,67.25163922309875,0.002814569,0.007399857044219971,0.0003
-7.944214,22272,87,103,208.84,215,1.0178190469741821,860,-0.013193984772078693,-14.359410524368286,0.069921875,0.2,0.0545969195663929,0.487215519323945,0.010119141,-0.04481768608093262,0.0003
-7.944214,22528,88,104,208.84,215,1.0184332132339478,870,-0.01369104366749525,-14.353007578849793,0.06640625,0.2,0.15709449350833893,1.2190970338881015,0.008907881,0.1129578948020935,0.0003
-7.7055078,22784,89,105,215.48,215,1.0190894603729248,880,-0.00991373147116974,-14.36046905517578,0.075,0.2,-0.0007823184132575989,0.3362146941944957,0.016982088,0.3309721350669861,0.0003
-7.6949706,23040,90,106,214.35,215,1.019173502922058,890,-0.017550178873352706,-14.363741612434387,0.12578125,0.2,0.500461995601654,1.796482115983963,0.019246634,0.5059024095535278,0.0003
-7.690298,23296,91,107,216.7,216,1.0193413496017456,900,-0.02479578610509634,-14.366699171066283,0.1453125,0.2,-0.013482913374900818,0.33014564006589353,0.015962472,0.6865405142307281,0.0003
-7.690298,23552,92,108,216.7,216,1.0193122625350952,910,-0.015273478464223444,-14.365265083312988,0.048828125,0.2,0.17274431884288788,0.8866999147925526,0.010251571,0.6629638373851776,0.0003
-7.690298,23808,93,110,216.7,216,1.0181971788406372,920,-0.018260088725946845,-14.364270687103271,0.137109375,0.2,-0.012351092882454395,0.09315521335229278,0.013471401,0.9905704073607922,0.0003
-7.431406,24064,94,111,223.67,216,1.0170528888702393,930,-0.016773480852134526,-14.349609017372131,0.15,0.2,0.014875439926981926,0.6376312149688601,0.014701255,0.8476951271295547,0.0003
-7.431406,24320,95,112,223.67,216,1.0149365663528442,940,-0.032050164928659794,-14.338765525817871,0.2015625,0.2,-0.03490746021270752,0.0993213979061693,0.024515338,0.9549005851149559,0.0003
-7.431406,24576,96,113,223.67,216,1.0127811431884766,950,-0.014654478267766535,-14.311308407783509,0.14921875,0.2,-0.017756693065166473,0.04832022038754076,0.010273227,0.8746155351400375,0.0003
-6.885119,24832,97,114,232.36,216,1.0133347511291504,960,-0.016635350021533667,-14.303282761573792,0.158984375,0.2,-0.02395065501332283,0.12725679287686945,0.0133010745,0.5407487154006958,0.0003
-6.5711393,25088,98,115,221.49,216,1.0137262344360352,970,-0.00637030964717269,-14.309466314315795,0.042578125,0.2,3.005366325378418,3.1261216312646867,0.009750919,0.4751642942428589,0.0003
-6.4693284,25344,99,116,213.62,216,1.014890193939209,980,-0.022640768880955876,-14.315834283828735,0.12578125,0.2,1.2185287475585938,2.3531235471367835,0.013526603,0.27459025382995605,0.0003
-6.444757,25600,100,118,213.56,216,1.016425609588623,990,-0.020156130637042226,-14.32907407283783,0.078515625,0.2,1.9966964721679688,5.705843752622604,0.016423335,0.08432519435882568,0.0003
