r_best,r_max,r_avg_full,r_avg_sub,l_avg_full,l_avg_sub,ewma,n_unique_full,n_unique_sub,n_novel_full,n_novel_sub,a_ent_full,a_ent_sub,invalid_avg_full,invalid_avg_sub,baseline,time,,,,,r_max
36.1454124450684,27.1645336151123,-13.9299297332764,14.0324850082397,13.796875,14.2857141494751,-1,64,7,64,7,3.04832458496094,1.77838349342346,0,0,5.87610387802124,3288.92822265625,,,,,27.1645336151123
36.1454124450684,21.7135219573975,-11.4285068511963,9.71519947052002,16.1875,18,-1,64,7,64,7,3.00584077835083,1.79407787322998,0,0,1.7359231710434,3463.79809570313,,time,r_best,,21.7135219573975
36.1454124450684,24.33571434021,-12.2782697677612,15.6587181091309,14.328125,15.5714282989502,-1,64,7,64,7,3.03804326057434,1.72968196868896,0,0,5.43171548843384,3632.40161132812,,172.215530395508,26.3603935241699,,24.33571434021
36.1454124450684,13.7580575942993,-12.4110069274902,9.87413597106934,15.203125,14.5714282989502,-1,64,7,64,7,3.01606154441833,1.77589178085327,0,0,2.63377714157104,3804.39575195313,,338.977264404297,28.3276920318603,,13.7580575942993
36.1454124450684,32.0347213745117,-10.4709072113037,15.8425359725952,15.5,14.8571424484253,-1,64,7,64,7,3.00356507301331,1.76019728183746,0,0,7.19839429855347,3967.59912109375,,1341.24621582031,34.8608589172363,,32.0347213745117
36.1454124450684,25.2112770080566,-16.7501659393311,2.71906900405884,15.921875,16.8571434020996,-1,64,7,64,7,3.0011146068573,1.69829308986664,0,0,-5.23519515991211,4153.54638671875,,2224.46337890625,36.1454124450684,,25.2112770080566
36.1454124450684,17.6828384399414,-12.6230401992798,8.18909645080566,15.84375,12.4285717010498,-1,64,7,64,7,3.00395798683166,1.82708489894867,0,0,5.70210838317871,4335.09228515625,,6592.689453125,42.8374824523926,,17.6828384399414
36.1454124450684,21.901123046875,-13.6891050338745,12.3584585189819,14.6875,16.5714282989502,-1,64,7,64,7,3.02041602134705,1.77178204059601,0,0,1.84725189208984,4502.11279296875,,12769.66015625,50.6651458740234,,21.901123046875
36.1454124450684,24.6152992248535,-12.9811296463013,11.8147087097168,15.8125,14,-1,64,7,64,7,3.00144577026367,1.72469866275787,0,0,1.37114524841309,4678.62060546875,,15662.23828125,90.8991777116444,,24.6152992248535
36.1454124450684,12.9901189804077,-12.9718360900879,6.79559946060181,16.15625,16.2857151031494,-1,64,7,64,7,2.98435974121094,1.75770568847656,0,0,2.82425165176392,4845.6025390625,,,,,12.9901189804077
36.1454124450684,16.6054725646973,-11.8097763061523,10.3787851333618,15.484375,14,-1,64,7,64,7,3.00689339637756,1.78747653961182,0,0,4.83413028717041,5013.74658203125,,,,,16.6054725646973
36.1454124450684,16.1109657287598,-13.6470613479614,9.79769706726074,15.1875,17.2857151031494,-1,64,7,64,7,3.01959776878357,1.76019728183746,0,0,2.03271722793579,5184.0283203125,,,,,16.1109657287598
36.1454124450684,16.8774890899658,-10.8833808898926,10.1673555374146,15.078125,17,-1,64,7,64,7,3.02935409545898,1.77838349342346,0,0,5.10910129547119,5347.2353515625,,,,,16.8774890899658
36.1454124450684,18.106273651123,-14.997332572937,6.82467365264893,14.125,11,-1,64,7,64,7,3.03827905654907,1.81139039993286,0,0,1.6214851140976,5519.43408203125,,,,,18.106273651123
36.1454124450684,25.8620052337646,-13.6426677703857,9.63835620880127,16.125,16.5714282989502,-1,64,7,64,7,3.0225293636322,1.73628342151642,0,0,-0.573325991630554,5681.46630859375,,,,,25.8620052337646
36.1454124450684,16.5749187469482,-15.3004655838013,6.1702880859375,14.421875,15.7142858505249,-1,64,7,64,7,3.04473757743835,1.7535959482193,0,0,-1.41320133209229,5862.72607421875,,,,,16.5749187469482
36.1454124450684,15.0350799560547,-12.5806035995483,7.08687353134155,15.078125,15.7142858505249,-1,64,7,64,7,3.01982617378235,1.73130011558533,0,0,2.29480886459351,6039.880859375,,,,,15.0350799560547
36.1454124450684,19.442741394043,-14.4855175018311,10.2972192764282,15.34375,15.7142858505249,-1,64,7,64,7,3.02164125442505,1.75197780132294,0,0,0.895624935626984,6245.6259765625,,,,,19.442741394043
36.1454124450684,17.561897277832,-13.5569009780884,10.5173292160034,16.734375,17.1428565979004,-1,64,7,64,7,2.99722695350647,1.7535959482193,0,0,4.61860227584839,6430.04443359375,,,,,17.561897277832
42.8374824523926,42.8374824523926,-11.8025255203247,19.1749992370605,15.9375,12.4285717010498,-1,64,7,64,7,3.00395011901855,1.77838349342346,0,0,10.0515966415405,6592.689453125,,,,,42.8374824523926
42.8374824523926,13.7072010040283,-12.5534381866455,8.53201770782471,15.46875,16.8571434020996,-1,64,7,64,7,3.02750444412231,1.75857925415039,0,0,4.02084255218506,6758.56005859375,,,,,13.7072010040283
42.8374824523926,24.9344997406006,-12.7000522613525,7.00688219070435,15.65625,16.2857151031494,-1,64,7,64,7,3.01230025291443,1.74861264228821,0,0,2.85390043258667,6918.53076171875,,,,,24.9344997406006
42.8374824523926,16.4343128204346,-15.736047744751,7.04552030563355,15.65625,14.5714282989502,-1,64,7,64,7,3.01291060447693,1.75110423564911,0,0,0.616270363330841,7088.716796875,,,,,16.4343128204346
42.8374824523926,30.8565864562988,-14.9614591598511,9.14290809631348,16.28125,14.7142858505249,-1,64,7,64,7,3.01304364204407,1.76268899440765,0,0,1.66206324100494,7274.71240234375,,,,,30.8565864562988
42.8374824523926,22.2003707885742,-14.2619705200195,9.66343212127686,15.578125,15.4285717010498,-1,64,7,64,7,3.02196049690247,1.74699449539185,0,0,0.607657253742218,7443.958984375,,,,,22.2003707885742
42.8374824523926,18.9288864135742,-14.7173585891724,9.35117816925049,15.765625,15.7142858505249,-1,64,7,64,7,3.01239657402039,1.78000152111053,0,0,3.92789030075073,7612.80517578125,,,,,18.9288864135742
42.8374824523926,22.3420944213867,-14.4449491500854,10.2909078598022,14.796875,12.7142858505249,-1,64,7,64,7,2.99093699455261,1.74288475513458,0,0,4.16827774047852,7782.13916015625,,,,,22.3420944213867
42.8374824523926,19.6172389984131,-15.3039131164551,6.5026650428772,14.78125,12.7142858505249,-1,64,7,64,7,3.02090454101562,1.71473205089569,0,0,1.51658737659454,7946.0302734375,,,,,19.6172389984131
42.8374824523926,13.2589950561523,-13.6063461303711,7.02041292190552,15.6875,17.5714282989502,-1,64,7,64,7,3.01335215568542,1.76268899440765,0,0,2.56325244903564,8118.85205078125,,,,,13.2589950561523
42.8374824523926,18.2668781280518,-13.6518478393555,11.3545513153076,15.4375,16.4285717010498,-1,64,7,64,7,3.01834750175476,1.79818761348724,0,0,4.46275806427002,8290.7685546875,,,,,18.2668781280518
42.8374824523926,32.7628898620605,-10.0887117385864,14.5897121429443,15.1875,15.5714282989502,-1,64,7,64,7,3.0464391708374,1.81139039993286,0,0,6.11060428619385,8460.1875,,,,,32.7628898620605
42.8374824523926,31.7428455352783,-15.4848108291626,12.3908853530884,15.46875,15.1428575515747,-1,64,7,64,7,3.00028920173645,1.74450290203094,0,0,3.49966812133789,8647.96875,,,,,31.7428455352783
42.8374824523926,13.5292873382568,-14.2207736968994,6.05535364151001,15.328125,16.1428565979004,-1,64,7,64,7,3.01095032691956,1.79320430755615,0,0,1.42332112789154,8832.2392578125,,,,,13.5292873382568
42.8374824523926,13.6110820770264,-14.6562023162842,8.54929733276367,14.640625,15.4285717010498,-1,64,7,64,7,3.03263902664185,1.76518058776855,0,0,4.72287940979004,9011.3837890625,,,,,13.6110820770264
42.8374824523926,39.2446937561035,-13.6950645446777,14.0852165222168,14.5625,14,-1,64,7,64,7,3.01817870140076,1.73540985584259,0,0,5.44039964675903,9190.98046875,,,,,39.2446937561035
42.8374824523926,21.6065273284912,-15.385365486145,6.19522714614868,15.109375,14.5714282989502,-1,64,7,64,7,3.02519083023071,1.75110423564911,0,0,1.02260339260101,9358.0009765625,,,,,21.6065273284912
42.8374824523926,18.1297378540039,-12.5047950744629,8.87482643127441,15.375,15.5714282989502,-1,64,7,64,7,3.03386759757996,1.75110423564911,0,0,4.09467124938965,9530.4853515625,,,,,18.1297378540039
42.8374824523926,15.6217050552368,-14.1677780151367,4.4244589805603,16.234375,14.7142858505249,-1,64,7,64,7,2.98949599266052,1.75770568847656,0,0,-1.80424463748932,9713.5908203125,,,,,15.6217050552368
42.8374824523926,20.2550296783447,-14.5611352920532,13.1703958511353,14.984375,14.7142858505249,-1,64,7,64,7,3.01034331321716,1.72469866275787,0,0,7.04965543746948,9883.912109375,,,,,20.2550296783447
42.8374824523926,7.46328592300415,-16.9578590393066,2.82545685768127,15.375,14.7142858505249,-1,64,7,64,7,2.98441815376282,1.78909456729889,0,0,-0.860182464122772,10061.0234375,,,,,7.46328592300415
42.8374824523926,17.7693481445313,-9.64473819732666,12.0499181747437,15.234375,16.4285717010498,-1,64,7,64,7,3.01495814323425,1.76767230033875,0,0,5.68313217163086,10219.5791015625,,,,,17.7693481445313
42.8374824523926,19.4151859283447,-10.8550062179565,11.607141494751,16.203125,16.2857151031494,-1,64,7,64,7,2.99789547920227,1.77589178085327,0,0,6.44555759429932,10385.4091796875,,,,,19.4151859283447
42.8374824523926,20.5221881866455,-12.6186647415161,10.6011047363281,16.203125,13.8571424484253,-1,64,7,64,7,3.00060963630676,1.70987772941589,0,0,1.21163833141327,10550.8291015625,,,,,20.5221881866455
42.8374824523926,10.3540477752686,-16.6610565185547,1.58175027370453,16.875,16.8571434020996,-1,64,7,64,7,2.97121334075928,1.77589178085327,0,0,-3.90271687507629,10729.0224609375,,,,,10.3540477752686
42.8374824523926,14.1415843963623,-11.9482793807983,7.13957643508911,14.65625,14.2857141494751,-1,64,7,64,7,3.02104926109314,1.77838349342346,0,0,2.90602588653564,10895.765625,,,,,14.1415843963623
42.8374824523926,29.9602317810059,-12.8089179992676,7.40395021438599,15.390625,14.1428575515747,-1,64,7,64,7,3.02099919319153,1.69169163703918,0,0,-0.174253821372986,11065.3154296875,,,,,29.9602317810059
42.8374824523926,16.9266300201416,-15.8268909454346,8.62725734710693,16.71875,16.5714282989502,-1,64,7,64,7,3.00710415840149,1.77750992774963,0,0,2.89447689056396,11230.966796875,,,,,16.9266300201416
42.8374824523926,24.2264842987061,-11.5694150924683,9.98918056488037,15.65625,14.2857141494751,-1,64,7,64,7,2.99542021751404,1.79158627986908,0,0,2.37432885169983,11403.3447265625,,,,,24.2264842987061
42.8374824523926,28.1456813812256,-13.3463897705078,12.7792930603027,14.96875,16.7142848968506,-1,64,7,64,7,3.00881361961365,1.74288475513458,0,0,4.13564968109131,11570.9140625,,,,,28.1456813812256
42.8374824523926,26.4103126525879,-14.7171716690063,8.86970233917236,14.78125,18.7142848968506,-1,64,7,64,7,3.01099443435669,1.78909456729889,0,0,2.06545472145081,11758.9228515625,,,,,26.4103126525879
42.8374824523926,15.8671817779541,-12.5260305404663,10.1059713363647,15.203125,14,-1,64,7,64,7,3.01000547409058,1.80067932605743,0,0,3.23861289024353,11926.4443359375,,,,,15.8671817779541
42.8374824523926,7.93251276016235,-12.7376232147217,3.75512456893921,15.359375,15,-1,64,7,64,7,3.01860737800598,1.74699449539185,0,0,1.87891006469727,12094.4345703125,,,,,7.93251276016235
42.8374824523926,19.5391616821289,-11.4868831634521,11.8976793289185,15.515625,15.1428575515747,-1,64,7,64,7,3.02049994468689,1.78660297393799,0,0,8.21449375152588,12260.5712890625,,,,,19.5391616821289
42.8374824523926,22.3047199249268,-11.9627685546875,11.3876333236694,15.171875,15.8571424484253,-1,64,7,64,7,3.00931715965271,1.74288475513458,0,0,3.63361763954163,12436.4306640625,,,,,22.3047199249268
42.8374824523926,20.8518218994141,-11.1483345031738,8.59576320648193,15.859375,17.2857151031494,-1,64,7,64,7,3.03258848190308,1.75023066997528,0,0,4.17565202713013,12599.0625,,,,,20.8518218994141
50.6651458740234,50.6651458740234,-10.8152132034302,14.96803855896,15.359375,13.5714282989502,-1,64,7,64,7,2.98502707481384,1.75770568847656,0,0,4.85240745544434,12769.66015625,,,,,50.6651458740234
50.6651458740234,20.2649364471436,-14.0994653701782,5.57515621185303,15.21875,12.8571424484253,-1,64,7,64,7,3.03126788139343,1.76679873466492,0,0,1.2081755399704,12930.1513671875,,,,,20.2649364471436
50.6651458740234,17.5994815826416,-16.0558834075928,7.94859027862549,13.96875,12.5714282989502,-1,64,7,64,7,3.01063823699951,1.81799185276032,0,0,-0.638360857963562,13101.6640625,,,,,17.5994815826416
50.6651458740234,37.7873153686523,-11.9634056091309,18.1027660369873,15.9375,13.2857141494751,-1,64,7,64,7,2.99853849411011,1.7230806350708,0,0,6.23006439208984,13270.0029296875,,,,,37.7873153686523
50.6651458740234,28.7798271179199,-11.860710144043,13.4972991943359,15.234375,16,-1,64,7,64,7,2.99931955337524,1.78000152111053,0,0,3.35667681694031,13440.591796875,,,,,28.7798271179199
50.6651458740234,18.5786590576172,-12.8854246139526,11.6007957458496,15.390625,14.7142858505249,-1,64,7,64,7,3.02319407463074,1.7535959482193,0,0,5.95299530029297,13625.0009765625,,,,,18.5786590576172
50.6651458740234,29.3108711242676,-9.4035701751709,11.0732431411743,14.671875,13.7142858505249,-1,64,7,64,7,2.99197220802307,1.74537646770477,0,0,4.51569175720215,13793.0615234375,,,,,29.3108711242676
50.6651458740234,31.9396476745605,-14.8198709487915,9.71604919433594,15.671875,15.8571424484253,-1,64,7,64,7,3.01925134658813,1.74201118946075,0,0,2.34973192214966,13969.8955078125,,,,,31.9396476745605
50.6651458740234,30.7622928619385,-10.6786642074585,14.0779304504395,15.359375,16,-1,64,7,64,7,3.00043630599976,1.74039316177368,0,0,2.52208137512207,14149.552734375,,,,,30.7622928619385
50.6651458740234,13.3563804626465,-13.2373561859131,6.18195533752441,15.71875,19.5714282989502,-1,64,7,64,7,2.9873034954071,1.68583476543427,0,0,1.53115427494049,14335.47265625,,,,,13.3563804626465
50.6651458740234,10.7458229064941,-14.6638870239258,4.90336847305298,15.015625,16.2857151031494,-1,64,7,64,7,3.0341591835022,1.76107084751129,0,0,-0.160878270864487,14513.470703125,,,,,10.7458229064941
50.6651458740234,24.7209720611572,-13.7237300872803,15.1775341033936,14.875,16.8571434020996,-1,64,7,64,7,3.02970337867737,1.71809720993042,0,0,6.29429483413696,14691.0693359375,,,,,24.7209720611572
50.6651458740234,18.1425437927246,-13.1704502105713,6.97501373291016,15.09375,15.7142858505249,-1,64,7,64,7,3.01306319236755,1.68758189678192,0,0,1.35531115531921,14873.166015625,,,,,18.1425437927246
50.6651458740234,16.389009475708,-12.368953704834,4.24959850311279,14.8125,17.2857151031494,-1,64,7,64,7,3.01403164863586,1.69829308986664,0,0,-1.44282805919647,15055.943359375,,,,,16.389009475708
50.6651458740234,15.0326108932495,-12.6728801727295,8.75790691375732,16.03125,16.8571434020996,-1,64,7,64,7,2.99951720237732,1.75521397590637,0,0,3.66041803359985,15259.9794921875,,,,,15.0326108932495
50.6651458740234,19.7359237670898,-11.2968835830688,12.0399808883667,15.59375,15.1428575515747,-1,64,7,64,7,3.03330707550049,1.78000152111053,0,0,6.18746900558472,15448.90625,,,,,19.7359237670898
90.8991777116444,90.8991777116444,-10.8715286254883,19.7039775848389,15.390625,16.5714282989502,-1,64,7,64,7,2.99640154838562,1.75521397590637,0,0,14.5415706634521,15662.23828125,,,,,90.8991777116444
90.8991777116444,17.2283916473389,-14.0446910858154,6.29620552062988,14.953125,15.8571424484253,-1,64,7,64,7,3.02180480957031,1.6970899105072,0,0,0.688415586948395,15876.8125,,,,,17.2283916473389
90.8991777116444,20.3694496154785,-12.4183826446533,9.23533916473389,15.09375,15,-1,64,7,64,7,3.02410054206848,1.7841112613678,0,0,3.2738893032074,16055.26171875,,,,,20.3694496154785
90.8991777116444,49.6874504089355,-14.6871576309204,15.9655628204346,15.484375,16.1428565979004,-1,64,7,64,7,3.02026414871216,1.75770568847656,0,0,3.97682237625122,16232.60546875,,,,,49.6874504089355
90.8991777116444,11.4754657745361,-15.9120378494263,3.83064007759094,15.046875,14.5714282989502,-1,64,7,64,7,3.00615334510803,1.79320430755615,0,0,-0.893989562988281,16392.748046875,,,,,11.4754657745361
90.8991777116444,15.7891368865967,-12.617335319519,10.6181573867798,15.59375,15.5714282989502,-1,64,7,64,7,3.00879001617432,1.7255722284317,0,0,4.46266222000122,16560.447265625,,,,,15.7891368865967
90.8991777116444,21.1114349365234,-13.9473457336426,10.5669374465942,14.90625,15.1428575515747,-1,64,7,64,7,3.02084541320801,1.79980576038361,0,0,1.62242829799652,16730.638671875,,,,,21.1114349365234
90.8991777116444,32.0561981201172,-14.3617010116577,10.8336372375488,15.3125,12.2857141494751,-1,64,7,64,7,3.02983808517456,1.76679873466492,0,0,1.17105066776276,16909.3046875,,,,,32.0561981201172
90.8991777116444,30.0761394500732,-12.7495450973511,17.6466407775879,15.78125,16.8571434020996,-1,64,7,64,7,2.99878811836243,1.78498482704163,0,0,9.25788879394531,17087.26953125,,,,,30.0761394500732
90.8991777116444,25.169864654541,-10.109525680542,13.570255279541,16.09375,16.1428565979004,-1,64,7,64,7,3.00699305534363,1.7535959482193,0,0,5.26581287384033,17250.46875,,,,,25.169864654541
90.8991777116444,15.8470525741577,-15.3922929763794,2.49044013023376,15.453125,17.7142848968506,-1,64,7,64,7,3.01042747497559,1.74537646770477,0,0,-5.74786520004272,17441.2734375,,,,,15.8470525741577
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,r_best,,,,,,,,,,,,,,,,,,,,
,26.3603935241699,,,,,,,,,,,,,,,,,,,,
,28.3276920318603,,,,,,,,,,,,,,,,,,,,
