time/total_timesteps,time/fps,time/time_elapsed,time/iterations,train/n_updates,train/clip_fraction,train/entropy_loss,train/loss,train/clip_range,rollout/ep_len_mean,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/std,train/value_loss,train/explained_variance,rollout/ep_rew_mean
9472,215,44,37,5270,0.094140625,-14.272475290298463,32.79137420654297,0.2,253.54054054054055,0.013625897,-0.011599774356000125,0.0003,1.0171884298324585,83.98274216651916,0.024751722812652588,9.9509735
9728,215,45,38,5280,0.091796875,-14.265694570541381,29.879135131835938,0.2,247.48717948717947,0.015413089,-0.017344171903096138,0.0003,1.0166709423065186,70.65949006080628,-0.028759241104125977,7.936421
9984,215,46,39,5290,0.08671875,-14.262843203544616,18.778812408447266,0.2,248.175,0.016559582,-0.01468051231931895,0.0003,1.0165354013442993,64.38394696712494,0.10643231868743896,7.724841
10240,214,47,40,5300,0.180859375,-14.262419629096986,0.0011282861232757568,0.2,242.97619047619048,0.017306251,-0.018428766122087836,0.0003,1.0163782835006714,0.4198374532163143,0.9438714496791363,9.6298275
10496,214,48,41,5310,0.033984375,-14.261285948753358,98.13180541992188,0.2,242.09302325581396,0.007283915,-0.00962744674179703,0.0003,1.0160837173461914,365.83925647735595,-0.057889580726623535,9.324528
10752,214,50,42,5320,0.10234375,-14.263540768623352,0.09950187057256699,0.2,242.22727272727272,0.01640074,-0.013465221307706087,0.0003,1.0172744989395142,0.8425312716513872,0.27130961418151855,9.061855
11008,214,51,43,5330,0.22734375,-14.28035373687744,0.012206215411424637,0.2,242.17777777777778,0.015904317,-0.027688623836729674,0.0003,1.0196001529693604,0.3131316488608718,0.9385656677186489,8.849218
11264,215,52,44,5340,0.245703125,-14.30548050403595,-0.04043982923030853,0.2,242.0,0.017696373,-0.026362389605492354,0.0003,1.0222965478897095,0.13860427704639733,0.9741723202168941,8.59609
11520,215,53,45,5350,0.151953125,-14.32269208431244,-0.0031477175652980804,0.2,241.27659574468086,0.013130872,-0.015626949549186975,0.0003,1.0238330364227295,0.08780749416910112,0.9809242598712444,8.296706
11776,215,54,46,5360,0.105859375,-14.319111275672913,0.06803146749734879,0.2,240.29166666666666,0.011884392,-0.008198806107975543,0.0003,1.021173357963562,0.16116583375260235,0.9421170130372047,8.0065565
12032,215,55,47,5370,0.206640625,-14.292510795593262,0.09016284346580505,0.2,241.12244897959184,0.026970325,-0.0190551383420825,0.0003,1.0196930170059204,0.6655297592282295,0.8975149840116501,7.8299646
12288,215,56,48,5380,0.149609375,-14.282466793060303,0.033972568809986115,0.2,243.46,0.009673981,-0.019909391109831632,0.0003,1.0189745426177979,0.21776284528896211,0.9649142101407051,7.858106
12544,215,58,49,5390,0.110546875,-14.270214867591857,0.2085435539484024,0.2,241.64705882352942,0.010139747,-0.01659995033405721,0.0003,1.0170962810516357,1.53326775431633,0.8512310981750488,7.564785
12800,215,59,50,5400,0.162890625,-14.257070469856263,0.1551569700241089,0.2,238.16981132075472,0.0142270615,-0.01673957274761051,0.0003,1.01706862449646,2.242519973963499,0.4149847626686096,9.116797
13056,216,60,51,5410,0.011328125,-14.261445927619935,103.4983139038086,0.2,234.9090909090909,0.0049789874,-0.005903667956590653,0.0003,1.0172500610351562,311.5604130744934,0.08967733383178711,7.841312
13312,215,61,52,5420,0.00546875,-14.262668371200562,40.9802131652832,0.2,234.91071428571428,0.003910456,-0.006081096874549985,0.0003,1.017695665359497,98.80783820152283,-0.15774059295654297,7.6059155
13568,215,63,53,5430,0.114453125,-14.267335224151612,0.24815942347049713,0.2,236.01754385964912,0.010023795,-0.01697327442234382,0.0003,1.01811945438385,0.6658106260001659,0.8137529343366623,7.447803
13824,215,64,54,5440,0.221875,-14.266349792480469,0.07247157394886017,0.2,235.06896551724137,0.020302258,-0.03068549290765077,0.0003,1.0175644159317017,0.7393509324640035,0.8612671345472336,7.161355
14080,215,65,55,5450,0.150390625,-14.26523118019104,0.8949201703071594,0.2,232.86666666666667,0.010935884,-0.014076086995191871,0.0003,1.0185163021087646,1.7922757975757122,0.42198359966278076,8.566303
14336,215,66,56,5460,0.009375,-14.27346591949463,57.69769287109375,0.2,234.01639344262296,0.0045341942,-0.004835175862535834,0.0003,1.0188767910003662,302.15029220581056,0.10190391540527344,8.393704
14592,215,67,57,5470,0.227734375,-14.272358679771424,0.18670623004436493,0.2,235.16129032258064,0.026309546,-0.03463957207277417,0.0003,1.01875901222229,0.6221400020644069,0.8979885429143906,8.251813
14848,215,68,58,5480,0.220703125,-14.269597220420838,0.04100694879889488,0.2,235.16129032258064,0.022967162,-0.02682317984290421,0.0003,1.0185966491699219,0.3950047859922051,0.9111511632800102,8.251813
15104,215,70,59,5490,0.141796875,-14.275445199012756,-0.008184102363884449,0.2,233.9375,0.013320638,-0.01882450538687408,0.0003,1.0208848714828491,0.12260483459976967,0.8970218673348427,7.258996
15360,215,71,60,5500,0.031640625,-14.29305396080017,24.06942367553711,0.2,232.24242424242425,0.006780022,-0.008799697877839208,0.0003,1.021651029586792,84.69353885650635,-0.08263885974884033,8.505666
15616,215,72,61,5510,0.00078125,-14.295942091941834,222.5497589111328,0.2,232.24242424242425,0.00159177,-0.0033323509152978657,0.0003,1.021662950515747,333.49256057739257,0.0383683443069458,8.505666
15872,215,73,62,5520,0.153125,-14.302789902687072,-0.01413147896528244,0.2,231.13235294117646,0.015149947,-0.020848423265852033,0.0003,1.0235835313796997,0.08808776312507689,0.9463370591402054,7.512944
16128,215,74,63,5530,0.07578125,-14.315020823478699,41.10002899169922,0.2,231.82608695652175,0.014100429,-0.019219370745122432,0.0003,1.0238784551620483,82.89744148254394,0.024722754955291748,7.336978
16384,215,76,64,5540,0.1421875,-14.308034229278565,0.25254011154174805,0.2,233.25714285714287,0.019567566,-0.020711440895684063,0.0003,1.0221805572509766,1.1063107572495938,0.35751885175704956,7.2472477
16640,215,77,65,5550,0.124609375,-14.292071795463562,0.03599041700363159,0.2,234.0281690140845,0.013966306,-0.021405116748064758,0.0003,1.0201586484909058,0.5774045955389738,0.8695290386676788,7.097696
16896,215,78,66,5560,0.1640625,-14.272027325630187,0.09093636274337769,0.2,234.0281690140845,0.013667669,-0.01818408299004659,0.0003,1.0186173915863037,0.5508197542279959,0.7542535215616226,7.097696
17152,215,79,67,5570,0.108984375,-14.261216807365418,-0.027418414130806923,0.2,230.14864864864865,0.009912096,-0.015321690426208078,0.0003,1.0172160863876343,0.1016471111215651,0.9827559199184179,5.4780703
17408,215,80,68,5580,0.008203125,-14.25812041759491,92.68930053710938,0.2,231.29333333333332,0.0048300754,-0.008438301982823759,0.0003,1.0166866779327393,161.42274951934814,-0.06811356544494629,5.39788
17664,215,81,69,5590,0.105078125,-14.254969453811645,0.022101569920778275,0.2,232.0,0.014366938,-0.018431370705366136,0.0003,1.016117811203003,0.25978008676320313,0.9562129899859428,5.262199
17920,215,83,70,5600,0.161328125,-14.252147889137268,0.02606901153922081,0.2,229.57142857142858,0.018696003,-0.021476016868837176,0.0003,1.0163902044296265,0.36419614460319283,0.7970188558101654,6.490075
18176,215,84,71,5610,0.048046875,-14.255891370773316,109.0315933227539,0.2,230.55128205128204,0.00854753,-0.0020733246579766273,0.0003,1.0165735483169556,271.78451976776125,0.04083216190338135,6.3609867
18432,215,85,72,5620,0.21328125,-14.25529477596283,0.11026956886053085,0.2,231.41772151898735,0.02786229,-0.030489609926007688,0.0003,1.016176700592041,0.24615522138774396,0.9593334496021271,6.247449
18688,216,86,73,5630,0.1578125,-14.257874822616577,0.04339968413114548,0.2,229.7283950617284,0.014408591,-0.024613406299613415,0.0003,1.01785147190094,0.19816048326902092,0.9336634501814842,7.2752333
18944,216,87,74,5640,0.081640625,-14.276900386810302,172.3186798095703,0.2,227.85542168674698,0.010717414,-0.008262671111151577,0.0003,1.0184547901153564,327.22998847961424,0.07160162925720215,6.426424
19200,215,88,75,5650,0.01875,-14.280173850059509,14.214578628540039,0.2,225.75,0.006576704,-0.0086695616832003,0.0003,1.019005537033081,87.68716654777526,0.0046166181564331055,7.53885
19456,215,90,76,5660,0.018359375,-14.283768248558044,13.694618225097656,0.2,226.6705882352941,0.0055953106,-0.00769212325103581,0.0003,1.0189586877822876,298.72478423118594,0.0015174150466918945,7.4045777
19712,215,91,77,5670,0.11171875,-14.289648461341859,0.0398745983839035,0.2,227.36046511627907,0.0123500405,-0.009571019397117197,0.0003,1.0205961465835571,0.19903757963329555,0.9784691631793976,7.2648754
19968,215,92,78,5680,0.145703125,-14.298021030426025,0.012544345110654831,0.2,227.98850574712642,0.011321257,-0.017967673169914634,0.0003,1.0206081867218018,0.17155414298176766,0.9838012848049402,7.0908513
20224,215,93,79,5690,0.154296875,-14.290834331512452,0.028795693069696426,0.2,227.4659090909091,0.020842731,-0.020456897933036088,0.0003,1.018617868423462,0.33742545507848265,0.8865047916769981,6.895886
20480,215,95,80,5700,0.14921875,-14.268444275856018,0.7974312901496887,0.2,228.02247191011236,0.018341396,-0.012303927610628308,0.0003,1.0169624090194702,3.4086465358734133,0.02764683961868286,6.7391133
20736,215,96,81,5710,0.25,-14.259687137603759,-0.02453926019370556,0.2,226.42857142857142,0.017995853,-0.027443436672911048,0.0003,1.0164462327957153,0.049476300040259956,0.9933651913888752,7.6239843
20992,215,97,82,5720,0.03203125,-14.257320117950439,101.01565551757812,0.2,225.03225806451613,0.006422992,-0.01032690186984837,0.0003,1.0167360305786133,308.0011106491089,0.10075139999389648,8.4616585
21248,215,98,83,5730,0.004296875,-14.2598641872406,42.510196685791016,0.2,225.29787234042553,0.002761653,-0.008058372954837977,0.0003,1.0168806314468384,290.9692304611206,0.15801477432250977,8.298863
21504,215,99,84,5740,0.156640625,-14.257233691215514,0.08406588435173035,0.2,225.76842105263157,0.018634403,-0.02722205122699961,0.0003,1.0159966945648193,1.1003989823162557,0.9695469494909048,8.14049
21760,215,100,85,5750,0.15546875,-14.252741885185241,-0.005350159481167793,0.2,224.01041666666666,0.014031321,-0.021316761383786798,0.0003,1.0163190364837646,0.22055076071992516,0.9804260209202766,7.5323296
22016,215,102,86,5760,0.159375,-14.256781244277954,0.008734166622161865,0.2,224.6326530612245,0.012483705,-0.0173952566459775,0.0003,1.0164527893066406,10.53396652918309,0.44419145584106445,7.254491
22272,215,103,87,5770,0.24375,-14.257920527458191,-0.0120479054749012,0.2,224.6326530612245,0.02263943,-0.030136251205112784,0.0003,1.0163023471832275,0.22154287258163094,0.9815534017980099,7.254491
22528,215,104,88,5780,0.19140625,-14.250578308105469,-0.03041096404194832,0.2,225.1010101010101,0.017427508,-0.021841392572969198,0.0003,1.0159059762954712,0.07287600343115627,0.9499462321400642,7.137782
22784,215,105,89,5790,0.17109375,-14.245639538764953,0.015606451779603958,0.2,225.41,0.01694428,-0.015744192665442823,0.0003,1.0152113437652588,0.15304797561839223,0.9513583332300186,6.996996
23040,215,106,90,5800,0.224609375,-14.234771513938904,-0.009003464132547379,0.2,225.55,0.018280348,-0.03861894926521927,0.0003,1.0150651931762695,0.16843602741137148,0.9692557528614998,6.9342504
23296,215,108,91,5810,0.120703125,-14.237100648880006,0.00398273766040802,0.2,221.75,0.010168443,-0.0152222023694776,0.0003,1.0155061483383179,0.11701273676007987,0.9715885482728481,7.790848
23552,215,109,92,5820,0.012890625,-14.237467074394226,146.8249969482422,0.2,223.74,0.0046515604,-0.006226241285912692,0.0003,1.0153782367706299,285.9475255966187,0.13623952865600586,6.7273574
23808,215,110,93,5830,0.13984375,-14.233031010627746,-0.01680798828601837,0.2,224.03,0.01431766,-0.022158679040148854,0.0003,1.0151803493499756,0.3333929659798741,0.9766021948307753,6.691583
24064,215,111,94,5840,0.213671875,-14.227036881446839,-0.01725470833480358,0.2,224.1,0.021597257,-0.02741746474057436,0.0003,1.0145591497421265,0.1460372877307236,0.9689946379512548,6.740027
24320,215,113,95,5850,0.25078125,-14.214104819297791,-0.0631139948964119,0.2,223.85,0.022822991,-0.02659904626198113,0.0003,1.012311339378357,0.10234228733461351,0.9754718355834484,6.721413
24576,215,114,96,5860,0.1359375,-14.19149832725525,-0.01731846295297146,0.2,220.89,0.012737341,-0.013314580311998725,0.0003,1.0109727382659912,0.14235796835273504,0.9643157459795475,6.2190094
24832,215,115,97,5870,0.072265625,-14.18328537940979,38.136802673339844,0.2,220.01,0.010925056,-0.017643320513889192,0.0003,1.0107600688934326,82.70203746557236,-0.06555342674255371,6.1164217
25088,215,116,98,5880,0.203515625,-14.184312438964843,-0.052894797176122665,0.2,220.02,0.01793883,-0.028654236020520328,0.0003,1.0106228590011597,0.08252998208627105,0.9689725004136562,6.1462693
25344,215,117,99,5890,0.176171875,-14.18250048160553,-0.019191401079297066,0.2,213.06,0.019839153,-0.018086332827806473,0.0003,1.0123308897018433,0.09485246138647199,0.9522781148552895,6.494862
25600,215,118,100,5900,0.085546875,-14.20114061832428,170.7115478515625,0.2,215.34,0.010273929,-0.011719993094448,0.0003,1.0128804445266724,401.97122344970705,0.006803154945373535,5.4394975
25856,215,119,101,5910,0.1546875,-14.20369188785553,0.0029370319098234177,0.2,215.04,0.0133788865,-0.02097013327293098,0.0003,1.013704776763916,0.4913586490787566,0.9297234192490578,5.401884
26112,215,121,102,5920,0.145703125,-14.210426855087281,0.030656147748231888,0.2,211.86,0.015554721,-0.022386931139044462,0.0003,1.0144375562667847,0.4564802935346961,0.9184574708342552,4.8063745
26368,215,122,103,5930,0.028515625,-14.21953706741333,61.75084686279297,0.2,211.86,0.007980302,-0.01802160011138767,0.0003,1.0147955417633057,83.45417022705078,-0.4468592405319214,4.8063745
26624,215,123,104,5940,0.1578125,-14.225670218467712,-0.007521189749240875,0.2,211.78,0.015519537,-0.015985952317714693,0.0003,1.0162113904953003,0.20482517576310783,0.8950377702713013,4.788744
26880,215,124,105,5950,0.16640625,-14.240849113464355,0.0689782202243805,0.2,211.83,0.016270837,-0.02725227614864707,0.0003,1.016218662261963,0.3083261733874679,0.9098564982414246,4.811384
27136,215,126,106,5960,0.11328125,-14.23505380153656,0.03755459934473038,0.2,209.34,0.010600474,-0.018039620597846806,0.0003,1.0154361724853516,0.5154204154387116,0.7254409790039062,4.3387785
27392,215,127,107,5970,0.054296875,-14.233460474014283,217.3605194091797,0.2,209.34,0.00803009,-0.007733864604961127,0.0003,1.01564621925354,405.5545112609863,0.05423921346664429,4.3387785
27648,215,128,108,5980,0.250390625,-14.23657214641571,-0.03567087650299072,0.2,209.16,0.024451844,-0.025467771827243267,0.0003,1.016321063041687,0.27263736836612223,0.12794721126556396,4.3279896
27904,215,129,109,5990,0.14453125,-14.240377640724182,0.04146597161889076,0.2,212.04,0.015508462,-0.02195381778292358,0.0003,1.0161535739898682,0.45766486693173647,0.8150738924741745,3.3930447
28160,215,130,110,6000,0.258203125,-14.235241866111755,0.04442036151885986,0.2,211.59,0.03417462,-0.03010157246608287,0.0003,1.0162866115570068,0.34503624625504015,0.9410129301249981,3.4044907
28416,215,131,111,6010,0.117578125,-14.24240529537201,0.2633799612522125,0.2,210.24,0.016452609,-0.01356126049067825,0.0003,1.0173211097717285,1.1920894138514995,0.5213162302970886,3.2678804
28672,215,133,112,6020,0.25,-14.253788781166076,2.642151355743408,0.2,212.78,0.02357376,-0.022324730781838296,0.0003,1.0188839435577393,3.54966239631176,-0.0248415470123291,2.2361634
28928,215,134,113,6030,0.210546875,-14.26253023147583,0.031136631965637207,0.2,215.34,0.016214706,-0.024353785684797912,0.0003,1.0186651945114136,0.2165353873744607,0.9662202261388302,2.8011813
29184,215,135,114,6040,0.198828125,-14.255177617073059,0.08173584938049316,0.2,214.93,0.021273013,-0.020587545796297492,0.0003,1.0168179273605347,0.1283090145792812,0.972689300775528,2.7972577
29440,215,136,115,6050,0.16015625,-14.243558740615844,-0.0020297951996326447,0.2,212.22,0.01458946,-0.021448368555866182,0.0003,1.0161436796188354,0.3388893034309149,0.8428860753774643,3.8458347
29696,215,137,116,6060,0.015234375,-14.239830684661865,126.04785919189453,0.2,212.14,0.0053477446,-0.005880008439999074,0.0003,1.0158816576004028,320.5598706245422,0.05644869804382324,3.8906982
29952,215,138,117,6070,0.1390625,-14.243688058853149,0.03879827260971069,0.2,211.34,0.015098969,-0.018595457286573948,0.0003,1.0175440311431885,0.2604279419407248,0.9746473077684641,3.8826225
30208,215,139,118,6080,0.168359375,-14.261688685417175,0.07936409115791321,0.2,211.13,0.012342566,-0.016812025988474488,0.0003,1.0185428857803345,0.349125543795526,0.9189630001783371,3.879235
30464,215,141,119,6090,0.10703125,-14.26344428062439,0.0036943256855010986,0.2,213.91,0.008725185,-0.018093831744045018,0.0003,1.0183061361312866,0.195836277352646,0.9628272019326687,4.439163
30720,215,142,120,6100,0.147265625,-14.253023886680603,0.15346938371658325,0.2,213.54,0.012478288,-0.020700303197372705,0.0003,1.0175466537475586,1.390987642854452,0.8517280668020248,4.422689
30976,216,143,121,6110,0.201953125,-14.244211959838868,0.07446838915348053,0.2,213.54,0.017135255,-0.021513231960125268,0.0003,1.01730215549469,0.3593073390424252,0.9619576930999756,4.422689
31232,216,144,122,6120,0.162109375,-14.244208645820617,-0.00458923727273941,0.2,215.96,0.0154616255,-0.020288051292300224,0.0003,1.017345666885376,0.20243149446323513,0.9425216130912304,4.9666386
31488,216,145,123,6130,0.1546875,-14.238737225532532,0.1261628270149231,0.2,215.96,0.014360078,-0.020155646943021566,0.0003,1.0175739526748657,0.8275365855544805,0.8754647970199585,4.9666386
31744,216,146,124,6140,0.130859375,-14.233955454826354,0.02002399042248726,0.2,218.61,0.01331919,-0.01089045531116426,0.0003,1.0159080028533936,0.31314502749592066,0.9341100677847862,5.4647865
32000,216,147,125,6150,0.2453125,-14.226585102081298,0.026819519698619843,0.2,218.89,0.017570283,-0.026372513850219548,0.0003,1.0161975622177124,0.16769996024668216,0.9740114156156778,5.458346
32256,216,149,126,6160,0.168359375,-14.231817293167115,0.028407525271177292,0.2,219.56,0.014112137,-0.024283487565116956,0.0003,1.0156093835830688,0.2522505545988679,0.9420290663838387,5.4725995
32512,216,150,127,6170,0.24609375,-14.218955707550048,-0.007882906123995781,0.2,218.1,0.015756832,-0.031966199865564704,0.0003,1.013041377067566,0.13134276042692364,0.9642419442534447,6.4872804
32768,216,151,128,6180,0.0734375,-14.19752233028412,356.3735656738281,0.2,218.1,0.009303197,-0.010966460756026208,0.0003,1.012130856513977,638.2482421875,0.08520346879959106,6.4872804
33024,216,152,129,6190,0.112109375,-14.192662119865417,0.03501100093126297,0.2,219.01,0.014238175,-0.017912470502778888,0.0003,1.0115551948547363,0.3988449167460203,0.8766873329877853,6.5512776
33280,216,153,130,6200,0.23125,-14.181475639343262,0.15053066611289978,0.2,219.36,0.01853906,-0.033510998997371644,0.0003,1.0102721452713013,0.33734805751591923,0.94087940081954,6.5800533
33536,216,155,131,6210,0.19765625,-14.179511618614196,0.041969601064920425,0.2,220.58,0.015057143,-0.023761709802784026,0.0003,1.0117061138153076,0.48975658174604175,0.8647752851247787,6.78112
33792,216,156,132,6220,0.1796875,-14.190730500221253,0.06079374998807907,0.2,220.28,0.025911553,-0.019849069090560077,0.0003,1.0103223323822021,0.46015907265245914,0.9260867014527321,6.7867284
34048,216,157,133,6230,0.35,-14.174299120903015,1.8669778108596802,0.2,217.73,0.03946239,-0.033770623384043574,0.0003,1.01022207736969,3.567084774374962,-0.01788008213043213,7.78729
34304,216,158,134,6240,0.029296875,-14.181348943710328,169.5232391357422,0.2,219.5,0.007725332,-0.009780440689064562,0.0003,1.0106236934661865,314.29312934875486,0.11957806348800659,7.902829
34560,216,159,135,6250,0.2078125,-14.183146095275879,0.08169890940189362,0.2,219.55,0.017427733,-0.023588801501318812,0.0003,1.0103474855422974,0.4742557559162378,0.9382633604109287,7.9700556
34816,216,160,136,6260,0.09296875,-14.178498005867004,0.2081681787967682,0.2,219.55,0.019742755,-0.009871023567393422,0.0003,1.0093251466751099,1.19944688975811,0.6818277835845947,7.9700556
35072,216,162,137,6270,0.166015625,-14.174650764465332,-0.03828161954879761,0.2,222.42,0.014678692,-0.026135308761149646,0.0003,1.0093886852264404,0.08290647834073753,0.9109712615609169,6.9851904
35328,216,163,138,6280,0.135546875,-14.185455942153931,-0.0026707053184509277,0.2,222.82,0.011189736,-0.02087693209759891,0.0003,1.011183500289917,0.274761282838881,0.9657026082277298,6.963686
35584,216,164,139,6290,0.129296875,-14.200415563583373,0.11415404826402664,0.2,225.41,0.009488451,-0.022414035024121405,0.0003,1.0106863975524902,0.36118555869907143,0.9243315756320953,7.535568
35840,216,165,140,6300,0.23203125,-14.189584636688233,0.12798506021499634,0.2,225.78,0.018305292,-0.019648213614709677,0.0003,1.010542869567871,0.2753175197169185,0.9623276926577091,7.57029
36096,216,166,141,6310,0.1578125,-14.193735313415527,0.05340639501810074,0.2,225.91,0.014006244,-0.014277916145510971,0.0003,1.0114692449569702,0.4514684498310089,0.8813828304409981,7.5859346
36352,216,167,142,6320,0.13984375,-14.200670051574708,0.10851772874593735,0.2,225.91,0.011933612,-0.017905331728979946,0.0003,1.0116002559661865,0.7708360537886619,0.9092703089118004,7.5859346
36608,216,169,143,6330,0.136328125,-14.196207857131958,0.010666869580745697,0.2,227.33,0.016112007,-0.013094138528686017,0.0003,1.0112017393112183,0.09610857719089835,0.9536697007715702,7.7303944
36864,216,170,144,6340,0.226171875,-14.198672723770141,0.009714148938655853,0.2,227.25,0.024035662,-0.016687881259713322,0.0003,1.012192726135254,0.17251791229937224,0.95091537758708,7.8148937
37120,216,171,145,6350,0.2375,-14.20604465007782,0.047451816499233246,0.2,226.96,0.024088219,-0.026910788740497082,0.0003,1.0115275382995605,0.24233388174325227,0.9517538249492645,6.276116
37376,216,172,146,6360,0.044921875,-14.199265122413635,46.25693893432617,0.2,226.89,0.010029949,-0.013895661989226937,0.0003,1.011051893234253,88.80499548912049,0.020847320556640625,6.295957
37632,216,173,147,6370,0.091796875,-14.197583889961242,-0.003603816032409668,0.2,226.57,0.011618804,-0.0194048288743943,0.0003,1.0112063884735107,0.15241616168059408,0.967007327824831,6.2755294
37888,216,174,148,6380,0.2140625,-14.200451588630676,0.00868130847811699,0.2,228.98,0.013122689,-0.02706450466066599,0.0003,1.0115792751312256,0.10877120615914464,0.9680410921573639,6.7341533
38144,216,175,149,6390,0.229296875,-14.187354969978333,-0.01974676176905632,0.2,226.33,0.013782749,-0.025781135237775744,0.0003,1.0070098638534546,0.02291161521570757,0.9924124176613986,7.7647524
38400,216,177,150,6400,0.011328125,-14.149538469314574,72.86763000488281,0.2,229.09,0.004138223,-0.001439112110529095,0.0003,1.0054327249526978,309.5123268842697,-0.019579529762268066,6.8705
38656,216,178,151,6410,0.208984375,-14.136057448387145,0.028070732951164246,0.2,228.66,0.01283559,-0.028268254757858814,0.0003,1.0030196905136108,0.17584308050572872,0.9735370613634586,6.8737807
38912,216,179,152,6420,0.11953125,-14.119703984260559,0.032024726271629333,0.2,230.91,0.014908485,-0.011860891454853117,0.0003,1.0031126737594604,0.44692469500005244,0.8608755618333817,7.35867
39168,216,180,153,6430,0.134375,-14.127719593048095,0.013728335499763489,0.2,230.99,0.011255017,-0.011882382398471236,0.0003,1.004126787185669,0.14783098120242358,0.960436224937439,7.3865137
39424,216,181,154,6440,0.16796875,-14.136124324798583,-0.010169021785259247,0.2,230.87,0.011587787,-0.018667663168162107,0.0003,1.0056183338165283,0.07865976789034904,0.9868063880130649,7.4269667
39680,216,182,155,6450,0.1203125,-14.139452362060547,0.06732948869466782,0.2,230.87,0.011770706,-0.01240001074038446,0.0003,1.0046436786651611,0.47815709561109543,0.9269678965210915,7.4269667
39936,216,184,156,6460,0.172265625,-14.139732599258423,-0.018224066123366356,0.2,230.85,0.010475814,-0.01812625490128994,0.0003,1.006555438041687,0.025729702296666802,0.987457187846303,7.4520526
40192,217,185,157,6470,0.176953125,-14.15903353691101,-0.016191327944397926,0.2,230.84,0.011858648,-0.017228822945617138,0.0003,1.0087072849273682,0.10457808128558099,0.9659266509115696,7.4588566
40448,217,186,158,6480,0.149609375,-14.170360684394836,0.03076758235692978,0.2,233.88,0.01174757,-0.014473598496988416,0.0003,1.0083273649215698,0.10974319335073232,0.9780942257493734,8.072734
40704,217,187,159,6490,0.08203125,-14.16255738735199,0.020929008722305298,0.2,233.88,0.011197419,-0.011005428445059806,0.0003,1.0079892873764038,0.5554588357917964,0.8912641555070877,8.072734
40960,217,188,160,6500,0.153515625,-14.160162901878357,0.018043022602796555,0.2,236.76,0.012560573,-0.020768144563771785,0.0003,1.0073800086975098,0.2596997652202845,0.9374947249889374,8.656181
41216,217,189,161,6510,0.163671875,-14.154927492141724,-0.0007932446897029877,0.2,234.49,0.012110187,-0.02354326469358057,0.0003,1.006819248199463,0.056486340309493246,0.9475408755242825,9.754574
41472,217,191,162,6520,0.044921875,-14.15323338508606,87.59479522705078,0.2,237.38,0.010517474,-0.011641426081769168,0.0003,1.0067435503005981,314.95462741851804,0.08414679765701294,8.798492
41728,217,192,163,6530,0.171484375,-14.150311923027038,-0.00136595219373703,0.2,236.91,0.012948605,-0.02226474186172709,0.0003,1.0059536695480347,0.21024733604863285,0.9802372977137566,8.866187
41984,217,193,164,6540,0.159765625,-14.140597558021545,0.6535477638244629,0.2,236.91,0.024864864,-0.0169490349246189,0.0003,1.0046446323394775,2.182577182352543,0.4296310544013977,8.866187
42240,217,194,165,6550,0.105078125,-14.13316731452942,-0.0022813044488430023,0.2,237.27,0.011097416,-0.011131897964514793,0.0003,1.0047249794006348,0.452041651494801,0.9460787810385227,9.001868
42496,217,195,166,6560,0.198828125,-14.127548313140869,0.10595612227916718,0.2,238.51,0.012829784,-0.024655718728899954,0.0003,1.0033791065216064,0.17288516452535987,0.9767831824719906,9.299681
42752,217,196,167,6570,0.076953125,-14.113719916343689,0.07162529975175858,0.2,238.51,0.015791038,-0.014663550327531994,0.0003,1.0031144618988037,1.1671585118398071,0.8258634209632874,9.299681
43008,217,198,168,6580,0.117578125,-14.112142729759217,0.0014878753572702408,0.2,241.97,0.017853532,-0.014610597817227244,0.0003,1.0023282766342163,0.4606964815407991,0.897245928645134,8.54355
43264,217,199,169,6590,0.118359375,-14.100988864898682,0.046327538788318634,0.2,242.53,0.019670758,-0.02148116162279621,0.0003,1.0016993284225464,0.42231616005301476,0.9264714494347572,8.661489
43520,217,200,170,6600,0.142578125,-14.09388747215271,0.09243497997522354,0.2,245.54,0.019924281,-0.015749485814012587,0.0003,0.9999418258666992,0.6340351639315486,0.8493816703557968,9.216791
43776,217,201,171,6610,0.25,-14.070422315597535,0.03932901471853256,0.2,245.54,0.018092256,-0.025035356148146094,0.0003,0.9972470998764038,0.16324633751064538,0.9788514524698257,9.216791
44032,217,202,172,6620,0.184375,-14.025370717048645,-0.01861700974404812,0.2,248.28,0.012140676,-0.01966302751097828,0.0003,0.9907417297363281,0.02660274556837976,0.9908701684325933,8.27347
44288,217,203,173,6630,0.136328125,-13.97638828754425,0.029381021857261658,0.2,246.28,0.019155668,-0.017151535116136075,0.0003,0.9892648458480835,0.2063750099390745,0.9448939710855484,9.489004
44544,217,205,174,6640,0.0359375,-13.97695517539978,136.30064392089844,0.2,246.78,0.0066276286,-0.010052312375046312,0.0003,0.9894363284111023,303.12486801147463,0.11785542964935303,9.660099
44800,217,206,175,6650,0.176171875,-13.981527376174927,0.043168775737285614,0.2,247.44,0.012140691,-0.022139757010154425,0.0003,0.9905365109443665,0.20611586729064585,0.9886012254282832,9.742572
45056,217,207,176,6660,0.16484375,-13.996378636360168,1.490293025970459,0.2,244.7,0.016282698,-0.01430048276670277,0.0003,0.9915654063224792,4.32769183665514,0.12474799156188965,10.844932
45312,217,208,177,6670,0.04140625,-14.003666853904724,158.3601837158203,0.2,246.89,0.009098607,-0.013108403387013823,0.0003,0.991845428943634,300.7676601409912,0.008947789669036865,9.873429
